"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0,0.226324963281485,0.0072463768115942,0.0262249827467219,0.33406239493196,0,0.269265275787015,0.00496894409937888,0.0602484472049689,0.0374798711755234,0.00905797101449275
"bII",0.0289855072463768,0,0.0144927536231884,0,0,0,0,0,0,0,0,0
"II",0.00979986197377502,0,0,0,0.00885093167701863,0.020703933747412,0,0.954951690821256,0,0.0020703933747412,0,0.0036231884057971
"bIII",0.0072463768115942,0.0144927536231884,0.0507246376811594,0,0,0.0289855072463768,0,0.0144927536231884,0,0,0,0
"III",0.0181159420289855,0,0.0809178743961353,0.0144927536231884,0,0.0893719806763285,0.0144927536231884,0.0265700483091787,0,0.00966183574879227,0,0.0072463768115942
"IV",0.26130930261365,0,0.178991258339084,0.0176779741997133,0.0548451264563797,0,0.0108695652173913,0.262822230341412,0,0.0176731078904992,0.0218983914636089,0
"bV",0.0144927536231884,0,0,0,0,0,0,0.0144927536231884,0.0072463768115942,0,0,0.0072463768115942
"V",0.684456290370613,0.00161030595813205,0.10315734989648,0.00170502983802217,0.00388198757763975,0.114694164885981,0,0,0.0249597423510467,0.0400347840565232,0,0.00289855072463768
"bVI",0.0289855072463768,0,0,0.0072463768115942,0,0.0217391304347826,0,0.0289855072463768,0,0.0144927536231884,0.0144927536231884,0
"VI",0.0881642512077295,0.0144927536231884,0.0243961352657005,0,0.0536231884057971,0.0217391304347826,0,0.0439613526570048,0,0,0,0
"bVII",0.0628019323671498,0,0,0.0072463768115942,0,0.0347826086956522,0,0.0101449275362319,0.029951690821256,0.0144927536231884,0,0
"VII",0.0144927536231884,0,0,0,0.036231884057971,0,0.0072463768115942,0,0,0,0,0
