"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0,0.0486315394007702,0.00307692307692308,0.0443582058966674,0.213567922776068,0.00355029585798817,0.146508491508492,0.00783882783882784,0.519462857404034,0.0110818593171534,0
"bII",0,0,0,0,0,0,0,0,0,0,0,0
"II",0.0963369963369963,0,0,0,0.0192307692307692,0.0461538461538462,0,0.131868131868132,0,0.0102564102564103,0.0423076923076923,0.00769230769230769
"bIII",0.0153846153846154,0,0,0,0.00769230769230769,0.0230769230769231,0,0.00512820512820513,0.0153846153846154,0,0.0102564102564103,0
"III",0.0153846153846154,0,0.0256410256410256,0,0,0.168974358974359,0,0.0230769230769231,0,0.148461538461538,0.00307692307692308,0
"IV",0.167756602371987,0,0.045469146238377,0.00631163708086785,0.0304417804417804,0,0.00692307692307692,0.666359537897999,0.0191500806885422,0.0252813852813853,0.0323067530759838,0
"bV",0.0307692307692308,0,0,0,0,0.0153846153846154,0,0,0,0,0,0
"V",0.742365326980712,0,0.0323809523809524,0,0.0314529914529914,0.0711599511599512,0,0,0.00652680652680653,0.0838062791908946,0.00564102564102564,0
"bVI",0.0615384615384615,0,0,0.0307692307692308,0,0.0153846153846154,0,0.0423076923076923,0,0.0153846153846154,0.00384615384615385,0
"VI",0.0985855170470555,0,0.0192307692307692,0,0.0287179487179487,0.828850380388842,0,0.0169230769230769,0.00769230769230769,0,0,0
"bVII",0.0866666666666667,0,0,0.00512820512820513,0,0.0358974358974359,0,0.0230769230769231,0.00153846153846154,0.0153846153846154,0,0.00153846153846154
"VII",0.0153846153846154,0,0,0,0,0,0,0.0153846153846154,0,0,0,0
