"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00833333333333333,0.110192504757722,0.0298711755233494,0.064722797331493,0.323149193801368,0.01256038647343,0.105477131564088,0.00161030595813205,0.276088002174959,0.0458937198067633,0.0202898550724638
"bII",0.0434782608695652,0,0.0434782608695652,0.0072463768115942,0,0,0.0072463768115942,0.0072463768115942,0,0,0,0.0072463768115942
"II",0.0706176673567978,0.0202898550724638,0,0,0.0399585921325052,0.064872325741891,0,0.72475845410628,0.0072463768115942,0.027087646652864,0.0342995169082126,0.0036231884057971
"bIII",0.0072463768115942,0,0.0434782608695652,0,0,0,0,0.0398550724637681,0.0543478260869565,0,0,0
"III",0.0036231884057971,0.0144927536231884,0.0376811594202899,0.0217391304347826,0,0.0645272601794341,0,0.0247584541062802,0,0.391149068322981,0.0072463768115942,0
"IV",0.339613526570048,0,0.0502818035426731,0,0.049344375431332,0,0.00786749482401656,0.228720956981827,0.00289855072463768,0.0461525189786059,0.0338164251207729,0.00579710144927536
"bV",0.0144927536231884,0,0.0144927536231884,0,0.0144927536231884,0.0289855072463768,0,0.0289855072463768,0,0,0,0.0144927536231884
"V",0.696043127564867,0,0.0370188989754207,0.00422705314009662,0.059397285484242,0.103168650994738,0.0036231884057971,0,0,0.0639993661732792,0.00690131124913734,0.00181159420289855
"bVI",0.00966183574879227,0.0144927536231884,0,0.0289855072463768,0,0,0,0,0,0,0,0.00483091787439614
"VI",0.0193236714975845,0,0.793512767425811,0,0.0369220151828847,0.0753623188405797,0,0.0640096618357488,0,0,0,0.0108695652173913
"bVII",0.0270531400966184,0,0.0193236714975845,0,0.0193236714975845,0.0106280193236715,0,0.0628019323671498,0,0.0434782608695652,0,0.00579710144927536
"VII",0.0144927536231884,0.0144927536231884,0.0144927536231884,0,0.103864734299517,0.00483091787439614,0,0,0,0,0,0
