"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0,0.0458123197253632,0.00289855072463768,0.0442021746369572,0.201187173629629,0.00334448160535117,0.154578392621871,0.00738440303657695,0.528341477126643,0.0104394326900721,0
"bII",0,0,0,0,0,0,0,0,0,0,0,0
"II",0.090752242926156,0,0,0,0.0229468599033816,0.0434782608695652,0,0.148378191856453,0,0.00966183574879227,0.0398550724637681,0.0072463768115942
"bIII",0.0144927536231884,0,0,0,0.0072463768115942,0.0217391304347826,0,0.00483091787439614,0.0144927536231884,0,0.00966183574879227,0
"III",0.0144927536231884,0,0.0338164251207729,0,0,0.166425120772947,0,0.041407867494824,0,0.146756383712905,0.00289855072463768,0
"IV",0.172524335567814,0,0.0428332537028189,0.00594574507617986,0.0528316289185854,0,0.00652173913043478,0.632560917343526,0.0180399310834093,0.0238157977288412,0.0304338978252022,0
"bV",0.0289855072463768,0,0,0,0,0.0144927536231884,0,0,0,0,0,0
"V",0.746603637907986,0,0.030503795721187,0.00241545893719807,0.0296296296296296,0.067034736599954,0,0,0.00614844093104963,0.0872295176643003,0.00531400966183575,0
"bVI",0.0579710144927536,0,0,0.0289855072463768,0,0.0144927536231884,0,0.0398550724637681,0,0.0144927536231884,0.0036231884057971,0
"VI",0.107363168232733,0,0.0246376811594203,0,0.0394755003450656,0.803264851090938,0,0.0159420289855072,0.0072463768115942,0,0.0020703933747412,0
"bVII",0.0816425120772947,0,0,0.00483091787439614,0,0.0483091787439614,0,0.0217391304347826,0.00144927536231884,0.0144927536231884,0,0.00144927536231884
"VII",0.0144927536231884,0,0,0,0,0,0,0.0144927536231884,0,0,0,0
