"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00902777777777778,0.0892005371172038,0.021141975308642,0.0451940035273369,0.215445125861793,0.0148148148148148,0.100158329324996,0,0.45872113997114,0.0462962962962963,0
"bII",0.0555555555555556,0,0.0277777777777778,0,0,0,0,0.0138888888888889,0,0,0,0.0138888888888889
"II",0.0270833333333333,0.0185185185185185,0,0,0.00462962962962963,0.0502645502645503,0,0.811541005291005,0,0.0277777777777778,0.0601851851851852,0
"bIII",0.0138888888888889,0,0.0555555555555556,0,0,0,0,0.0208333333333333,0.0208333333333333,0,0,0
"III",0,0.0277777777777778,0.0416666666666667,0.0277777777777778,0,0.087962962962963,0,0.0231481481481481,0,0.0277777777777778,0.0138888888888889,0
"IV",0.377281746031746,0,0.0509259259259259,0,0.0324074074074074,0,0.0111111111111111,0.15625,0,0.0849867724867725,0.00925925925925926,0
"bV",0.0277777777777778,0,0.0277777777777778,0,0,0.0277777777777778,0,0.0555555555555556,0,0,0,0
"V",0.774658289241623,0,0.0423611111111111,0.00347222222222222,0.00396825396825397,0.129298941798942,0.00694444444444444,0,0,0.0179673721340388,0.00396825396825397,0.00347222222222222
"bVI",0,0,0,0.0277777777777778,0,0,0,0,0,0,0,0
"VI",0.00925925925925926,0,0.88287037037037,0,0.0231481481481481,0.0638888888888889,0,0.0138888888888889,0,0,0,0.00694444444444444
"bVII",0.0462962962962963,0,0,0,0,0,0,0.0925925925925926,0,0.0555555555555556,0,0
"VII",0.0277777777777778,0.0277777777777778,0.0277777777777778,0,0,0,0,0,0,0,0,0
