"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0,0.0572407045009785,0.0762393998695369,0.0244292237442922,0.584045976854196,0,0.0949068055232439,0.0520221787345075,0.00871845049927242,0.0611382909328115,0.0190802348336595
"bII",0.010958904109589,0,0,0,0,0,0.00273972602739726,0.0205479452054795,0.00684931506849315,0,0,0
"II",0.0621004566210046,0.0273972602739726,0,0.0136986301369863,0.0136986301369863,0.105022831050228,0.00684931506849315,0.010958904109589,0,0.0205479452054795,0.0136986301369863,0
"bIII",0.0724885844748858,0.0273972602739726,0.0291095890410959,0,0,0.0547945205479452,0,0.0251141552511416,0.0331050228310502,0,0.0182648401826484,0
"III",0.0171232876712329,0.00273972602739726,0.0136986301369863,0.0273972602739726,0,0.0410958904109589,0,0.00342465753424658,0,0.0589041095890411,0,0
"IV",0.119910972872294,0,0.0273972602739726,0.0207001522070015,0.0136986301369863,0,0.00684931506849315,0.61847404393738,0.0484344422700587,0.00484720758693361,0.0574961948249619,0
"bV",0,0,0,0,0,0.0136986301369863,0,0.0205479452054795,0,0,0,0.00684931506849315
"V",0.860864093848953,0.00210748155953635,0.00105374077976818,0.00171232876712329,0,0.076452546892345,0.00342465753424658,0,0.0290117416829746,0.0109354876478164,0.0129158512720157,0
"bVI",0.0582191780821918,0.0136986301369863,0.00342465753424658,0,0,0.0388127853881279,0,0.12648401826484,0,0.0136986301369863,0.0607305936073059,0
"VI",0.0205479452054795,0,0.00880626223091976,0.00391389432485323,0.0270058708414873,0.0211350293542074,0,0.0555772994129159,0.0136986301369863,0,0.0136986301369863,0.0136986301369863
"bVII",0.0610567514677104,0,0.0136986301369863,0.0360730593607306,0,0.0713633398564905,0,0.0849315068493151,0.0342465753424658,0,0,0
"VII",0,0,0,0,0.00951293759512938,0.023972602739726,0,0,0,0.0076103500761035,0,0
