"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.0233426704014939,0.0202003878474467,0.110427011713776,0.0294117647058824,0.0788116295469237,0,0.0234540786011374,0.0968052372464137,0.0219251336898396,0.418631593080122,0.00133689839572193
"bII",0.0588235294117647,0,0,0,0.0147058823529412,0.0196078431372549,0.00490196078431373,0,0.00980392156862745,0,0.0196078431372549,0
"II",0.00588235294117647,0.0147058823529412,0,0.0235294117647059,0,0,0,0,0.0147058823529412,0.0147058823529412,0.0147058823529412,0
"bIII",0.0916006787330317,0.0257352941176471,0.0257352941176471,0,0,0.0262254901960784,0,0.00551470588235294,0.0364917761976586,0.0147058823529412,0.178402643108525,0
"III",0.017156862745098,0.00735294117647059,0,0.0147058823529412,0,0,0,0.0147058823529412,0,0.00735294117647059,0,0.00980392156862745
"IV",0.0625,0.00735294117647059,0.00490196078431373,0.0637254901960784,0,0,0,0.0716911764705882,0.0196078431372549,0,0.152573529411765,0
"bV",0,0.00980392156862745,0,0,0,0,0,0,0.0196078431372549,0,0.00735294117647059,0.00735294117647059
"V",0.180960338680927,0,0,0.00367647058823529,0,0.0514705882352941,0,0,0.0582553475935829,0.0318627450980392,0.0463235294117647,0
"bVI",0.132405462184874,0.00735294117647059,0,0.0345588235294118,0.00735294117647059,0.0428921568627451,0.0245098039215686,0.0981792717086835,0,0,0.123336834733894,0
"VI",0.0501336898395722,0,0.0147058823529412,0,0.0294117647058824,0,0,0.0160427807486631,0.00735294117647059,0,0.0147058823529412,0
"bVII",0.392796133604957,0.00267379679144385,0,0.0709707367795603,0,0.0246694890077243,0,0.0501411170528818,0.154266934046346,0.00889355742296919,0,0
"VII",0,0,0,0,0,0,0.0147058823529412,0,0,0,0.0147058823529412,0
