"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00398550724637681,0.152399834465052,0.0200080515297907,0.0423081749168706,0.312325757977932,0.00935441370223979,0.204396267983224,0.00328962502875546,0.17586841499885,0.0462129054520359,0.0146739130434783
"bII",0.0434782608695652,0,0.0289855072463768,0.0036231884057971,0,0,0.0036231884057971,0,0,0,0,0
"II",0.0154675638371291,0.0101449275362319,0,0,0.0233264320220842,0.0264837819185645,0,0.880426155969634,0.0036231884057971,0.00888543823326432,0.0243961352657005,0.0036231884057971
"bIII",0.0108695652173913,0.0072463768115942,0.0434782608695652,0,0.0036231884057971,0.0217391304347826,0,0.0307971014492754,0.0199275362318841,0,0.0072463768115942,0
"III",0.0120772946859903,0.0072463768115942,0.0590579710144928,0.0108695652173913,0,0.084799861973775,0.0072463768115942,0.0232487922705314,0,0.194004485852312,0.0036231884057971,0.0036231884057971
"IV",0.313962104722974,0,0.123033126293996,0.02131885827538,0.0650103519668737,0,0.00936853002070393,0.205975385323211,0.00289855072463768,0.0299718196457327,0.0284612730264904,0.00289855072463768
"bV",0.0144927536231884,0,0.0072463768115942,0,0.0072463768115942,0.0144927536231884,0,0.0289855072463768,0.0036231884057971,0,0,0.0181159420289855
"V",0.694433997966607,0.000805152979066023,0.076969829687221,0.00211352657004831,0.0318121693121693,0.095431963366746,0.00181159420289855,0,0.0148953301127214,0.0519386511234337,0.0125086266390614,0.00235507246376812
"bVI",0.0265700483091787,0.0072463768115942,0,0.0181159420289855,0,0.0108695652173913,0,0.0217391304347826,0,0.0072463768115942,0.0072463768115942,0.00241545893719807
"VI",0.0821256038647343,0.0072463768115942,0.347722567287785,0,0.0433402346445825,0.0608695652173913,0,0.0619565217391304,0,0,0,0.00543478260869565
"bVII",0.0557971014492754,0,0.00241545893719807,0.0036231884057971,0.00241545893719807,0.0589371980676329,0,0.0364734299516908,0.014975845410628,0.0326086956521739,0,0.00289855072463768
"VII",0.0144927536231884,0,0.0072463768115942,0,0.0772946859903382,0.00241545893719807,0.0036231884057971,0,0,0,0,0
