"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00549748354626403,0.0236899637903942,0.0541989288940508,0.0129570971034386,0.389667774172796,0,0.393581526741498,0.0340501413672145,0.0277374068622275,0.0254570407009431,0.0111920599725478
"bII",0.0121951219512195,0,0.0040650406504065,0,0,0,0,0.0121951219512195,0.0040650406504065,0,0.00813008130081301,0
"II",0.0508130081300813,0.0121951219512195,0,0.00542005420054201,0.0182926829268293,0.0311653116531165,0.00203252032520325,0.0196476964769648,0.00813008130081301,0.00813008130081301,0.00677506775067751,0
"bIII",0.0284552845528455,0.016260162601626,0.0121951219512195,0,0,0.1,0,0.02710027100271,0.0121951219512195,0,0.0314363143631436,0
"III",0.0134146341463415,0,0.0032520325203252,0.024390243902439,0,0.0487804878048781,0,0.0158536585365854,0,0.032520325203252,0,0
"IV",0.649321376455523,0,0.021680216802168,0.0234417344173442,0.0032520325203252,0,0.00569105691056911,0.0732395991542333,0.0350948509485095,0.0109530261969286,0.0309846431797651,0
"bV",0.00813008130081301,0,0,0,0,0.00813008130081301,0,0.016260162601626,0,0,0,0
"V",0.896580203897277,0,0.0112078977932636,0.0016260162601626,0.00871080139372822,0.0359368950832365,0.00203252032520325,0,0.0158084914182475,0.0132113821138211,0.00511033681765389,0.00203252032520325
"bVI",0.0344173441734417,0.00813008130081301,0,0.00731707317073171,0.0040650406504065,0.013550135501355,0,0.0734417344173442,0,0,0.0501355013550136,0.0040650406504065
"VI",0.0718157181571816,0,0.018970189701897,0,0.016260162601626,0.0176151761517615,0,0.037940379403794,0.0121951219512195,0,0.0121951219512195,0.00813008130081301
"bVII",0.0723577235772358,0,0.00813008130081301,0.0186991869918699,0,0.0398373983739837,0,0.0666666666666667,0.013550135501355,0.0124661246612466,0,0
"VII",0.024390243902439,0,0,0,0.003613369467028,0,0,0,0,0.00451671183378501,0.00813008130081301,0
