"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.0179306290417402,0.126038529371863,0.0714661161883384,0.0278659611992945,0.131664960553849,0,0.0531160814494148,0.170873015873016,0.0464141414141414,0.238010662177329,0.000673400673400673
"bII",0.0444444444444444,0,0.00740740740740741,0.00740740740740741,0.00740740740740741,0.00987654320987654,0.00246913580246914,0.0111111111111111,0.00864197530864197,0,0.00987654320987654,0
"II",0.151875367430923,0.0209876543209877,0,0.0155555555555556,0.0362637362637363,0.0274074074074074,0,0.0149676660787772,0.00740740740740741,0.0323782390449057,0.0109347442680776,0
"bIII",0.0621889838556505,0.012962962962963,0.0277777777777778,0,0.0148148148148148,0.0561728395061728,0,0.0175925925925926,0.0427020304798083,0.00925925925925926,0.11578799801022,0
"III",0.0123456790123457,0.00740740740740741,0.0314814814814815,0.0222222222222222,0,0.0380151946818613,0,0.017283950617284,0,0.0551946818613485,0,0.00740740740740741
"IV",0.087119341563786,0.00452674897119342,0.0577777777777778,0.0566255144032922,0.0528395061728395,0,0.0135802469135802,0.073641975308642,0.0512345679012346,0.0169135802469136,0.111666666666667,0
"bV",0,0.00493827160493827,0,0,0,0.00740740740740741,0,0.0222222222222222,0.00987654320987654,0,0.0037037037037037,0.0037037037037037
"V",0.149727700283256,0,0.022648709315376,0.0104938271604938,0.0316872427983539,0.067627064293731,0,0,0.069678531345198,0.0235690235690236,0.035679012345679,0
"bVI",0.0815784832451499,0.0111111111111111,0,0.0343386243386243,0.0037037037037037,0.0298941798941799,0.0130511463844797,0.0687125220458554,0,0.00925925925925926,0.222425044091711,0
"VI",0.0548821548821549,0,0.0881481481481481,0,0.0222222222222222,0.0306172839506173,0,0.0521548821548822,0.0037037037037037,0,0.0234567901234568,0.00432098765432099
"bVII",0.38066885789108,0.00240500240500241,0.00740740740740741,0.0544431083319972,0,0.0448423387312276,0,0.03442734220512,0.0919846614291059,0.00447971781305115,0,0
"VII",0,0,0.0037037037037037,0,0.0037037037037037,0,0.00740740740740741,0,0,0.00740740740740741,0.00740740740740741,0
