"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0,0.230593370145609,0.00746268656716418,0.0191305377872542,0.352948171231753,0,0.267974687004538,0.00511727078891258,0.0599739398246861,0.0367330016583748,0.00746268656716418
"bII",0.0298507462686567,0,0.0149253731343284,0,0,0,0,0,0,0,0,0
"II",0.010092395167022,0,0,0,0.00724946695095949,0.00639658848614072,0,0.965422885572139,0,0.00213219616204691,0.00497512437810945,0.00373134328358209
"bIII",0.00746268656716418,0.0149253731343284,0.0373134328358209,0,0,0.0298507462686567,0,0.0149253731343284,0,0,0.0149253731343284,0
"III",0.0186567164179104,0,0.0634328358208955,0.0149253731343284,0,0.0970149253731343,0,0.0223880597014925,0,0,0,0.00746268656716418
"IV",0.275950376323511,0,0.181846718787017,0.0219370182056749,0.0497512437810945,0,0.0111940298507463,0.239463397299218,0,0.0182006633499171,0.0225520747908808,0
"bV",0.0149253731343284,0,0,0,0,0,0,0.0149253731343284,0,0,0,0
"V",0.686241556950512,0.00165837479270315,0.108368869936034,0,0.00186567164179104,0.110801511920915,0,0,0.0257048092868988,0.0412298522373149,0,0.00298507462686567
"bVI",0.0149253731343284,0,0,0.00746268656716418,0,0.0223880597014925,0,0.0298507462686567,0,0.0149253731343284,0.0149253731343284,0
"VI",0.0907960199004975,0.0149253731343284,0.0201492537313433,0,0.045273631840796,0.0223880597014925,0,0.0601990049751244,0,0,0,0
"bVII",0.0796019900497512,0,0,0.00746268656716418,0,0.0208955223880597,0,0.0104477611940299,0.0308457711442786,0.0149253731343284,0,0
"VII",0.0149253731343284,0,0,0,0.0298507462686567,0,0,0,0,0,0,0
