"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.000771604938271605,0.0116255144032922,0.0555179677944684,0.0250957547253844,0.48254100683858,0.000771604938271605,0.253039553039553,0.0195032333921223,0.0325249853027631,0.108399094047242,0.00211640211640212
"bII",0.00617283950617284,0,0,0,0.00617283950617284,0,0.00781893004115226,0.00308641975308642,0.00452674897119342,0,0,0.00308641975308642
"II",0.00428669410150892,0.00617283950617284,0,0,0.0329218106995885,0.0697873799725652,0,0.0210905349794239,0,0.0324074074074074,0,0
"bIII",0.0468106995884774,0.00617283950617284,0.00617283950617284,0,0,0.0643004115226337,0,0.00154320987654321,0.0231481481481481,0,0,0.00617283950617284
"III",0.029320987654321,0,0.0282921810699588,0,0,0.0540123456790123,0,0.0241769547325103,0,0.029320987654321,0.00154320987654321,0
"IV",0.801954397642488,0,0.00886733294140702,0.0269407033295922,0.00922028931288191,0,0.00483539094650206,0.0782778831889217,0.00704264870931538,0.030567837512282,0.0220450200570026,0
"bV",0.0185185185185185,0.00925925925925926,0,0.00154320987654321,0,0.0185185185185185,0,0,0.00154320987654321,0,0.00617283950617284,0
"V",0.0720347021760277,0.00154320987654321,0.0167648709315376,0.00841750841750842,0.0139133842837547,0.407674614570326,0.0138888888888889,0,0.00987654320987654,0.0521215238807831,0.0261927373038484,0
"bVI",0.0360082304526749,0.00462962962962963,0,0.0154320987654321,0,0.0123456790123457,0.00720164609053498,0.00617283950617284,0,0.0138888888888889,0.00925925925925926,0
"VI",0.0418303404414515,0,0.0352010129787908,0,0.046141975308642,0.0680113096779763,0.00205761316872428,0.0537504676393565,0.00617283950617284,0,0.0184393795504907,0
"bVII",0.0715506715506715,0,0.00308641975308642,0.00308641975308642,0,0.193195556158519,0,0.012002743484225,0.0051440329218107,0.00205761316872428,0,0.00617283950617284
"VII",0.00617283950617284,0.00617283950617284,0,0.00617283950617284,0.00617283950617284,0.00617283950617284,0,0,0,0,0,0
