"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.0180722891566265,0.311272128139598,0.0265060240963855,0.0671113023522662,0.142881181736603,0.00401606425702811,0.123071941445435,0.00602409638554217,0.0896251673360107,0.0263796444519336,0.0108433734939759
"bII",0.0120481927710843,0,0.0120481927710843,0,0,0,0.00401606425702811,0,0.00401606425702811,0,0.00401606425702811,0
"II",0.494454006502199,0.0117613310384395,0,0.00602409638554217,0.0845855951277638,0.0536622681200994,0,0.0620242876266973,0.00602409638554217,0.0456066022331083,0.0057372346528973,0
"bIII",0.0120481927710843,0,0.036144578313253,0,0.0240963855421687,0,0,0.0120481927710843,0.0120481927710843,0.0120481927710843,0.0120481927710843,0
"III",0.0281124497991968,0.00602409638554217,0.104417670682731,0.0240963855421687,0,0.0979765214704974,0,0.0605278255880666,0,0.152740632861115,0,0.00602409638554217
"IV",0.209552495697074,0,0.101549053356282,0,0.130321285140562,0,0.0160642570281124,0.0399024670109007,0.00301204819277108,0.0477911646586345,0.022289156626506,0
"bV",0,0.00803212851405622,0.0120481927710843,0,0,0,0,0.0240963855421687,0.0100401606425703,0,0,0.0180722891566265
"V",0.197810288774144,0,0.0528260227055408,0.00200803212851406,0.0942245171160834,0.047593838557694,0.00301204819277108,0,0.0144578313253012,0.0646403797006207,0.0200803212851406,0
"bVI",0.0180722891566265,0.00401606425702811,0,0.0180722891566265,0,0.00803212851405622,0.00803212851405622,0.0160642570281124,0,0.0120481927710843,0.0120481927710843,0
"VI",0.0659729828404527,0,0.218072289156627,0,0.0858290304073437,0.0819277108433735,0,0.0743884629426798,0.00602409638554217,0,0.0278255880665519,0.00301204819277108
"bVII",0.0292598967297762,0,0.0120481927710843,0,0.0120481927710843,0.0562248995983936,0,0.0349971313826736,0.036144578313253,0.0120481927710843,0,0
"VII",0,0,0.00602409638554217,0,0.0301204819277108,0,0.0120481927710843,0,0,0,0.0120481927710843,0
