"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.0343915343915344,0,0.115740740740741,0.0476190476190476,0.121693121693122,0,0.0112433862433862,0.141534391534392,0.0238095238095238,0.162698412698413,0.0238095238095238
"bII",0.0158730158730159,0,0,0,0,0,0.00793650793650794,0.0238095238095238,0.0158730158730159,0,0.00793650793650794,0
"II",0,0,0,0,0.0238095238095238,0.0119047619047619,0,0.0119047619047619,0,0.0238095238095238,0,0
"bIII",0.171626984126984,0.0238095238095238,0,0,0,0,0,0.00892857142857143,0.0324074074074074,0.0238095238095238,0.0608465608465609,0
"III",0.0575396825396825,0,0,0,0,0.0119047619047619,0,0.0416666666666667,0,0.0238095238095238,0,0.00396825396825397
"IV",0.0297619047619048,0,0.0357142857142857,0.107142857142857,0.0119047619047619,0,0,0.00793650793650794,0.00992063492063492,0,0.0595238095238095,0
"bV",0,0.0158730158730159,0,0,0,0,0,0,0.0198412698412698,0,0,0.0119047619047619
"V",0.209325396825397,0,0,0.00595238095238095,0.0238095238095238,0.0416666666666667,0,0,0.0267857142857143,0.0277777777777778,0.00595238095238095,0
"bVI",0.143650793650794,0.0119047619047619,0,0.00833333333333333,0,0.0317460317460317,0.0158730158730159,0.107936507936508,0,0,0.0138888888888889,0
"VI",0.0573593073593074,0,0.0238095238095238,0,0.0476190476190476,0,0,0.00216450216450216,0,0,0.0119047619047619,0.0238095238095238
"bVII",0.0166666666666667,0,0,0.0595238095238095,0,0.0119047619047619,0,0.0682539682539682,0.142857142857143,0.00793650793650794,0,0
"VII",0,0,0,0,0.0105820105820106,0,0.0238095238095238,0,0,0.0132275132275132,0,0
