"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00137362637362637,0.00826792255363684,0.00843799058084772,0.0332944832944833,0.424818709983545,0,0.430967567231303,0.0098116169544741,0.0282051282051282,0.0467643467643468,0.0021978021978022
"bII",0,0,0,0,0,0,0.00732600732600733,0.00549450549450549,0.00366300366300366,0,0,0.00549450549450549
"II",0.032051282051282,0,0,0,0.0293040293040293,0.114468864468864,0,0.0302197802197802,0,0.0247252747252747,0,0
"bIII",0.0201465201465201,0,0,0,0,0.0238095238095238,0,0,0,0,0,0
"III",0.0384615384615385,0,0.043956043956044,0,0,0.0741758241758242,0,0.0238095238095238,0,0.0173992673992674,0,0
"IV",0.748032750246713,0,0.0157858015000872,0.002997002997003,0.0164141414141414,0,0.00494505494505494,0.14250161662896,0.00879120879120879,0.0343715808001522,0.0189052777288071,0
"bV",0.021978021978022,0.010989010989011,0,0,0,0,0,0,0,0,0,0
"V",0.116882290320694,0,0.0232059607059607,0.003996003996004,0.00279085993371708,0.761059151631737,0.00274725274725275,0,0,0.054463591963592,0.0220343758805297,0
"bVI",0.00824175824175824,0,0,0.010989010989011,0,0.00549450549450549,0.010989010989011,0,0,0.00824175824175824,0,0
"VI",0.0483682983682984,0,0.0542124542124542,0,0.0478021978021978,0.0762737262737263,0,0.0865301365301365,0.010989010989011,0,0.0164835164835165,0
"bVII",0.0584249084249084,0,0.00549450549450549,0,0,0.0905372405372405,0,0.0177045177045177,0.00366300366300366,0,0,0
"VII",0,0.010989010989011,0,0,0.010989010989011,0,0,0,0,0,0,0
