"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.0121136173767753,0.0201417004048583,0.0694589219260272,0,0.11739232989233,0,0.0699718045112782,0.305883553580922,0.0161084529505582,0.368827280175964,0
"bII",0.0614035087719298,0,0,0.0131578947368421,0.0131578947368421,0.0131578947368421,0,0.0131578947368421,0.0043859649122807,0,0,0
"II",0.0315789473684211,0.0131578947368421,0,0.00789473684210526,0,0,0,0.0131578947368421,0.0131578947368421,0.0131578947368421,0.0131578947368421,0
"bIII",0.034809379217274,0,0.0230263157894737,0,0,0.0657894736842105,0,0.0180921052631579,0.0626943962470278,0.00328947368421053,0.180456750851488,0
"III",0,0.00657894736842105,0.0131578947368421,0,0,0.0131578947368421,0,0,0,0.0131578947368421,0,0.00657894736842105
"IV",0.0821637426900585,0.00804093567251462,0.0087719298245614,0.0435672514619883,0.0131578947368421,0,0,0.123135964912281,0.087719298245614,0,0.186074561403509,0
"bV",0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0
"V",0.256022157666895,0,0,0.00548245614035088,0,0.103320802005013,0,0,0.109955285942128,0.0175438596491228,0.0361842105263158,0
"bVI",0.131751253132832,0.00219298245614035,0,0.0544172932330827,0,0.0202067669172932,0.0012531328320802,0.132289055973267,0,0.00328947368421053,0.404600041771094,0
"VI",0.0263157894736842,0,0.0105263157894737,0,0.0131578947368421,0.0131578947368421,0,0.0421052631578947,0.00657894736842105,0,0.0197368421052632,0
"bVII",0.657767050201261,0.00427204374572796,0,0.0822344687476266,0,0.036233101693628,0,0.0436099718994456,0.128306087187666,0.00532581453634085,0,0
"VII",0,0,0,0,0,0,0,0,0,0,0,0
