"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0,0.0300988319856244,0.0310721772985924,0,0.70373688156707,0,0.090341838455046,0.0737496256364181,0.0072914506876771,0.0473120694818808,0.00741239892183288
"bII",0.0150943396226415,0,0,0,0,0,0.00377358490566038,0,0,0,0,0
"II",0.0377358490566038,0.0188679245283019,0,0.0188679245283019,0.0188679245283019,0,0.00943396226415094,0,0,0.0283018867924528,0.0188679245283019,0
"bIII",0.0621069182389937,0.0188679245283019,0.00235849056603774,0,0,0.0141509433962264,0,0.0345911949685535,0.0455974842767296,0.00471698113207547,0.0251572327044025,0
"III",0.0283018867924528,0.00377358490566038,0,0,0,0.0188679245283019,0,0,0,0.0622641509433962,0,0
"IV",0.12648115131467,0,0.00377358490566038,0.0264150943396226,0,0,0,0.737604710412701,0.0355795148247978,0.00667634252539913,0.0634696016771489,0
"bV",0,0,0,0,0,0,0,0.00943396226415094,0,0,0,0.00943396226415094
"V",0.817659169694919,0.00290275761973875,0.00145137880986938,0.00550314465408805,0.00209643605870021,0.0967371258334516,0,0,0.0324123989218329,0.0150620867602,0.0177897574123989,0
"bVI",0.0644654088050314,0,0.00471698113207547,0,0,0.050314465408805,0,0.125995807127883,0,0.0188679245283019,0.0941299790356394,0
"VI",0.0283018867924528,0,0.00269541778975741,0.00539083557951482,0.0371967654986523,0.0169811320754717,0,0.0792452830188679,0.0188679245283019,0,0.0188679245283019,0
"bVII",0.0998203054806828,0,0.0188679245283019,0.049685534591195,0,0.0574123989218329,0,0.0981132075471698,0.0345911949685535,0,0,0
"VII",0,0,0,0,0.00471698113207547,0.0330188679245283,0,0,0,0,0,0
