"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0,0.0228110599078341,0.138950685947349,0.01036866359447,0.692686538835037,0.00201612903225806,0.0310483870967742,0.0258064516129032,0.00940860215053763,0.0480222734254992,0.00230414746543779
"bII",0.0161290322580645,0,0,0,0,0,0.00967741935483871,0,0.00645161290322581,0,0,0
"II",0.0345622119815668,0.0184331797235023,0,0,0.0161290322580645,0.0184331797235023,0,0.0264976958525346,0,0.0472350230414747,0,0
"bIII",0.0806451612903226,0.0161290322580645,0.0161290322580645,0,0,0.129032258064516,0,0.00403225806451613,0.0766129032258065,0,0.032258064516129,0
"III",0.00806451612903226,0,0.00403225806451613,0,0,0.00806451612903226,0,0.0241935483870968,0,0.0201612903225806,0,0
"IV",0.837227691663176,0,0.00806451612903226,0.060752688172043,0.00806451612903226,0,0.0053763440860215,0.00931259600614439,0.00146627565982405,0.018721198156682,0.0348851417399804,0
"bV",0.0161290322580645,0.00806451612903226,0.0161290322580645,0.00403225806451613,0,0.032258064516129,0,0,0.00403225806451613,0,0.0161290322580645,0
"V",0.00806451612903226,0,0.032258064516129,0.0161290322580645,0.00806451612903226,0,0.0201612903225806,0,0.0258064516129032,0.0266129032258065,0,0
"bVI",0.0658602150537634,0.0120967741935484,0,0.0241935483870968,0,0.0241935483870968,0.00268817204301075,0,0,0.0161290322580645,0.032258064516129,0
"VI",0.0376344086021505,0,0.041439205955335,0,0.0193548387096774,0.0334987593052109,0.0053763440860215,0,0,0,0.00248138957816377,0.0053763440860215
"bVII",0.0895161290322581,0,0,0.0241935483870968,0,0.114784946236559,0,0,0.00806451612903226,0.0053763440860215,0,0.0161290322580645
"VII",0,0,0,0.0161290322580645,0,0.0161290322580645,0,0,0,0.0161290322580645,0,0
