"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00160513643659711,0.0327400623170617,0.0283774745853398,0.0137871491804076,0.48256224204671,0,0.360230243979418,0.0164794007490637,0.0308430828919923,0.012642195507364,0.00321027287319422
"bII",0.00561797752808989,0,0.00561797752808989,0,0,0,0,0,0,0,0,0
"II",0.0664794007490637,0.00561797752808989,0,0.00749063670411985,0.00280898876404494,0.0243445692883895,0.00280898876404494,0.0271535580524345,0.0112359550561798,0,0.00936329588014981,0
"bIII",0.0168539325842697,0,0.00561797752808989,0,0,0.0857677902621723,0,0.0224719101123595,0.00561797752808989,0,0.0322097378277154,0
"III",0.00561797752808989,0,0,0.0112359550561798,0,0.0337078651685393,0,0.0168539325842697,0,0.0449438202247191,0,0
"IV",0.865465729651123,0,0.0131086142322097,0.0199126092384519,0.00449438202247191,0,0.00224719101123596,0.0746091767159183,0.00674157303370787,0.00390137328339576,0.00951935081148564,0
"bV",0.0112359550561798,0,0,0,0,0,0,0.0112359550561798,0,0,0,0
"V",0.895434278580346,0,0.0106741573033708,0.00224719101123596,0.00321027287319422,0.0413991439272338,0,0,0.0106117353308365,0.0126404494382022,0.00224719101123596,0.00280898876404494
"bVI",0.0157303370786517,0,0,0.0101123595505618,0,0.0112359550561798,0,0.0471910112359551,0,0,0.0449438202247191,0.00561797752808989
"VI",0.0823970037453183,0,0.0262172284644195,0,0.0224719101123595,0.0243445692883895,0,0.0411985018726592,0.0168539325842697,0,0,0
"bVII",0.0617977528089888,0,0,0,0,0.0449438202247191,0,0.0449438202247191,0.00749063670411985,0.0149812734082397,0,0
"VII",0.0337078651685393,0,0,0,0,0,0,0,0,0,0,0
