"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00135135135135135,0.216996816996817,0.00945945945945946,0.0166349791349791,0.318867468867469,0.00122850122850123,0.286496386496386,0.00463320463320463,0.0559899184899185,0.068484555984556,0.00844594594594595
"bII",0.0405405405405405,0,0.0135135135135135,0,0,0,0,0,0,0,0,0
"II",0.00643500643500643,0,0,0,0.00656370656370656,0.00579150579150579,0,0.955630630630631,0.00675675675675676,0.00193050193050193,0.0135135135135135,0.00337837837837838
"bIII",0.0135135135135135,0.0135135135135135,0.0405405405405405,0,0,0.0337837837837838,0,0.0202702702702703,0,0,0.0135135135135135,0
"III",0.0168918918918919,0,0.0682432432432432,0,0,0.0878378378378378,0.0135135135135135,0.0202702702702703,0,0.0162162162162162,0,0.00675675675675676
"IV",0.333180295680296,0,0.164537752037752,0.0363784113784114,0.0504504504504504,0,0.0101351351351351,0.18452380952381,0.0027027027027027,0.0147897897897898,0.0249232749232749,0
"bV",0.0135135135135135,0,0,0,0,0,0,0.027027027027027,0.00675675675675676,0,0,0.00675675675675676
"V",0.665896547146547,0.0015015015015015,0.121408096408096,0,0.00394144144144144,0.104517667017667,0,0,0.0232732732732733,0.0407227344727345,0.0168918918918919,0.0027027027027027
"bVI",0.027027027027027,0,0,0.0202702702702703,0,0.0202702702702703,0,0.0405405405405405,0,0.0135135135135135,0.0135135135135135,0
"VI",0.118243243243243,0.0135135135135135,0.0213963963963964,0,0.040990990990991,0.00675675675675676,0,0.0558558558558559,0,0,0.0135135135135135,0
"bVII",0.0846203346203346,0,0,0.00675675675675676,0,0.107722007722008,0,0.00945945945945946,0.0279279279279279,0.0202702702702703,0,0
"VII",0.0135135135135135,0,0,0,0.0337837837837838,0,0.00675675675675676,0,0,0,0,0
