"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00301275301275301,0.0979910451835586,0.0302199336290245,0.0295806977625159,0.339853194933409,0.00373876737513101,0.244355077042243,0.0296764592219138,0.15656333757938,0.0464632407145776,0.0083976833976834
"bII",0.0277641277641278,0,0.0110565110565111,0.00122850122850123,0,0.00245700245700246,0.00171990171990172,0.00614250614250614,0.00122850122850123,0,0,0
"II",0.0805298509843964,0.00958230958230958,0,0.0040950040950041,0.0191053213780486,0.0446062946062946,0.00122850122850123,0.317517044789772,0.00737100737100737,0.0143032643032643,0.0194746694746695,0.00184275184275184
"bIII",0.0187346437346437,0.00737100737100737,0.0236486486486486,0,0.00122850122850123,0.0437346437346437,0,0.023955773955774,0.0210892710892711,0.000614250614250614,0.0266994266994267,0
"III",0.0106060606060606,0.00294840294840295,0.035012285012285,0.0110565110565111,0,0.0802679302679303,0.00245700245700246,0.0168275418275418,0,0.112241137241137,0.00171990171990172,0.00204750204750205
"IV",0.324796387029007,0.0015015015015015,0.0551730551730552,0.0207535707535708,0.0362001907456453,0,0.006002106002106,0.342879548828747,0.0178062314425951,0.0180519316882953,0.0381376881376881,0.000491400491400491
"bV",0.0122850122850123,0,0.00245700245700246,0,0.00245700245700246,0.0122850122850123,0,0.0135135135135135,0.00122850122850123,0,0,0.00737100737100737
"V",0.805453292953293,0.000651000651000651,0.0359674382401655,0.00233415233415233,0.0152480402480402,0.0711732302641394,0.00122850122850123,0,0.0114807251170888,0.0356268731268731,0.00742365742365742,0.000798525798525799
"bVI",0.0372060372060372,0.00491400491400491,0.000614250614250614,0.0154440154440154,0,0.0238387738387738,0.000234000234000234,0.0534261534261534,0,0.00737100737100737,0.0342654342654343,0.00204750204750205
"VI",0.0716414216414216,0.00491400491400491,0.138522288522289,0.000702000702000702,0.037042237042237,0.161101061101061,0,0.0525564525564526,0.0085995085995086,0,0.0114075114075114,0.00491400491400491
"bVII",0.0829240988331897,0.000446727719454992,0.00327600327600328,0.0115051001414638,0.00327600327600328,0.0541115791115791,0,0.0454712091075727,0.0233955029409575,0.0188370188370188,0,0.00122850122850123
"VII",0.0122850122850123,0,0.00368550368550369,0,0.0275047775047775,0.0042997542997543,0.00122850122850123,0.00245700245700246,0,0.00136500136500137,0,0
