"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00416666666666667,0.162655841633114,0.0194023569023569,0.0388651121605667,0.313758379667471,0.00725436179981635,0.195734757666576,0.00343915343915344,0.185239844330753,0.0467983405483405,0.0153409090909091
"bII",0.0378787878787879,0,0.0303030303030303,0.00378787878787879,0,0,0.00378787878787879,0,0,0,0,0
"II",0.0207160894660895,0.00555555555555556,0,0,0.0205988455988456,0.0238997113997114,0,0.889384920634921,0,0.00928932178932179,0.022979797979798,0.00378787878787879
"bIII",0.00757575757575758,0.00757575757575758,0.0265151515151515,0,0,0.0189393939393939,0,0.0321969696969697,0.0208333333333333,0,0,0
"III",0.0113636363636364,0.00757575757575758,0.0592171717171717,0.00378787878787879,0,0.0791847041847042,0.00757575757575758,0.0205176767676768,0,0.197141053391053,0.00378787878787879,0.00378787878787879
"IV",0.330695230695231,0,0.114736652236652,0.0109242609242609,0.0553391053391053,0,0.00979437229437229,0.214390933140933,0.00151515151515152,0.0237584175084175,0.0297549672549673,0.00303030303030303
"bV",0.0151515151515152,0,0.00757575757575758,0,0.00757575757575758,0.0151515151515152,0,0.0303030303030303,0.00378787878787879,0,0,0.0113636363636364
"V",0.713057260500442,0.000841750841750842,0.0719457310366401,0.00220959595959596,0.0256824194324194,0.0978758404894769,0.00189393939393939,0,0.0117845117845118,0.0530368726391454,0.0073953823953824,0.00246212121212121
"bVI",0.0277777777777778,0.00757575757575758,0,0.0113636363636364,0,0.0113636363636364,0,0.0151515151515152,0,0.00757575757575758,0,0.00252525252525253
"VI",0.0782828282828283,0.00757575757575758,0.369588744588745,0,0.0422799422799423,0.053030303030303,0,0.0647727272727273,0,0,0,0.00568181818181818
"bVII",0.0431818181818182,0,0.00252525252525253,0.00378787878787879,0.00252525252525253,0.054040404040404,0,0.0305555555555556,0.0156565656565657,0.0340909090909091,0,0.00303030303030303
"VII",0.0151515151515152,0,0.00757575757575758,0,0.0732323232323232,0.00252525252525253,0.00378787878787879,0,0,0,0,0
