"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0,0.0702039485937791,0.0108622545063223,0.040273991545178,0.326546567423935,0.00195567144719687,0.193142262633788,0.0173527037933818,0.301526305476954,0.0237093373558977,0.00332929782082324
"bII",0.0152542372881356,0,0,0,0,0,0.00169491525423729,0,0,0,0,0
"II",0.0512308313155771,0.00847457627118644,0,0,0.0105932203389831,0.137005649717514,0.00423728813559322,0.085774818401937,0,0.0225988700564972,0.0233050847457627,0.00423728813559322
"bIII",0.024364406779661,0.00847457627118644,0.0264830508474576,0,0,0,0,0.00423728813559322,0.0211864406779661,0,0,0
"III",0.0127118644067797,0.00169491525423729,0.0353107344632768,0.00847457627118644,0,0.128248587570621,0,0.0199757869249395,0,0.0969733656174334,0.00169491525423729,0
"IV",0.124036069724006,0,0.0249922393990191,0.00573663624511082,0.0248279332277338,0,0.0038135593220339,0.762881831251722,0.00941882975781281,0.0187284466945484,0.0170898781068273,0
"bV",0.0169491525423729,0,0,0,0,0.00847457627118644,0,0.00423728813559322,0,0,0,0.00423728813559322
"V",0.744908473049051,0.00130378096479791,0.0246371919041411,0.00346876038551014,0.0213613128867366,0.104869472778246,0,0,0.00657146525790594,0.06270063505233,0.00946327683615819,0
"bVI",0.0353107344632768,0,0,0.00847457627118644,0,0.0225988700564972,0,0.0371468926553672,0,0.0169491525423729,0.0235875706214689,0
"VI",0.0959722480908922,0.00847457627118644,0.037227602905569,0.00242130750605327,0.0516545601291364,0.441174644564475,0,0.0525423728813559,0.0127118644067797,0,0.00121065375302663,0
"bVII",0.0578288942695722,0,0,0.0112994350282486,0,0.0520581113801453,0,0.0254237288135593,0.00932203389830509,0.0127118644067797,0,0.000847457627118644
"VII",0.0169491525423729,0,0,0,0.00211864406779661,0.0148305084745763,0,0.00847457627118644,0,0,0,0
