"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.0072463768115942,0.0152173913043478,0.0688405797101449,0.0139751552795031,0.689625290168768,0,0.0338603425559947,0.0532279314888011,0.0344202898550725,0.0706545266327875,0.00508187464709204
"bII",0.0217391304347826,0,0,0,0,0,0,0,0,0,0.0217391304347826,0
"II",0.046583850931677,0.0248447204968944,0,0,0,0.0031055900621118,0,0.0139751552795031,0,0.0636645962732919,0,0
"bIII",0.0652173913043478,0.0434782608695652,0.0217391304347826,0,0,0.00543478260869565,0,0.00543478260869565,0.0978260869565217,0,0.0217391304347826,0
"III",0,0,0.00543478260869565,0.0217391304347826,0,0,0,0.0326086956521739,0,0.0489130434782609,0,0
"IV",0.930481837003576,0,0,0.00615942028985507,0,0,0.0072463768115942,0.00543478260869565,0.00197628458498024,0.0252329192546584,0.0234683794466403,0
"bV",0.0217391304347826,0,0.0217391304347826,0,0,0.0434782608695652,0,0,0,0,0.0217391304347826,0
"V",0.0217391304347826,0,0.0217391304347826,0,0.0108695652173913,0,0.0271739130434783,0,0.0239130434782609,0.0467391304347826,0,0
"bVI",0.0942028985507246,0,0,0.0326086956521739,0.0108695652173913,0.0326086956521739,0.0036231884057971,0.0072463768115942,0,0,0.0579710144927536,0
"VI",0.0697463768115942,0,0.0558528428093645,0,0.028804347826087,0.0342809364548495,0.0072463768115942,0,0,0,0.0142140468227425,0.0072463768115942
"bVII",0.116304347826087,0,0,0.0543478260869565,0,0.0677536231884058,0,0,0.0108695652173913,0.0115942028985507,0,0.0217391304347826
"VII",0,0,0,0.0217391304347826,0,0.0217391304347826,0,0,0,0.0217391304347826,0.0217391304347826,0
