"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.0217391304347826,0.349066472979516,0.0318840579710145,0.0789164941338854,0.142721368808325,0,0.0524128448041492,0.0072463768115942,0.0788244766505636,0.0290969899665552,0.0130434782608696
"bII",0.0144927536231884,0,0.0144927536231884,0,0,0,0.00483091787439614,0,0.00483091787439614,0,0.00483091787439614,0
"II",0.523924545663676,0.0141476880607315,0,0.0072463768115942,0.0510232521102086,0.0484472049689441,0,0.0601161720726938,0,0.0548601157296809,0.00690131124913734,0
"bIII",0.0144927536231884,0,0.0434782608695652,0,0.0289855072463768,0,0,0.0144927536231884,0,0.0144927536231884,0.0144927536231884,0
"III",0.0169082125603865,0.0072463768115942,0.117149758454106,0.0289855072463768,0,0.0884057971014493,0,0.0338164251207729,0,0.132608695652174,0,0.0072463768115942
"IV",0.194099378881988,0,0.0975155279503106,0,0.107246376811594,0,0.0193236714975845,0.0451000690131125,0.0036231884057971,0.0475845410628019,0.0268115942028985,0
"bV",0,0.00966183574879227,0.0144927536231884,0,0,0,0,0.0289855072463768,0.0120772946859903,0,0,0.0072463768115942
"V",0.197285484242006,0,0.0521916891482109,0,0.0701863354037267,0.0543520086998348,0.0036231884057971,0,0.0173913043478261,0.0333113746157224,0.0241545893719807,0
"bVI",0.0217391304347826,0.00483091787439614,0,0.0072463768115942,0,0.00966183574879227,0.00966183574879227,0.0193236714975845,0,0.0144927536231884,0.0144927536231884,0
"VI",0.0638998682476943,0,0.2256038647343,0,0.0608695652173913,0.0695652173913043,0,0.0749890206411946,0.0072463768115942,0,0.0289855072463768,0.0036231884057971
"bVII",0.0351966873706004,0,0.0144927536231884,0,0.0144927536231884,0.0241545893719807,0,0.0420979986197378,0.0434782608695652,0.0144927536231884,0,0
"VII",0,0,0.0072463768115942,0,0.0217391304347826,0,0.0144927536231884,0,0,0,0.0144927536231884,0
