"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00984528832630098,0.0173876756155237,0.0706388021261439,0,0.123316240721304,0,0.053345845434453,0.288424479880176,0.010433448408132,0.406118512289398,0.00115074798619102
"bII",0.0506329113924051,0,0,0,0.0126582278481013,0.0168776371308017,0,0.0126582278481013,0.00421940928270042,0,0.0126582278481013,0
"II",0.0177215189873418,0.0126582278481013,0,0.020253164556962,0,0,0,0,0.0126582278481013,0.0126582278481013,0.0126582278481013,0
"bIII",0.0651330736773775,0.0221518987341772,0.0221518987341772,0,0,0.0225738396624473,0,0.0174050632911392,0.0546173938579002,0.00316455696202532,0.178878224447845,0
"III",0,0.00632911392405063,0.0126582278481013,0.0126582278481013,0,0,0,0,0,0.0126582278481013,0,0.00632911392405063
"IV",0.0969459513763311,0.00773558368495077,0.00421940928270042,0.039803094233474,0.00421940928270042,0,0,0.148447860156721,0.0664556962025316,0,0.176476793248945,0
"bV",0,0,0,0,0,0.0126582278481013,0,0,0.00632911392405063,0,0.00632911392405063,0
"V",0.30410570442216,0,0,0.00527426160337553,0,0.0804098854731766,0,0,0.101982300400022,0.0232067510548523,0.039873417721519,0
"bVI",0.137296564195298,0.00210970464135021,0,0.0375828812537673,0.00632911392405063,0.034207353827607,0.0138637733574442,0.15469158127386,0,0.00316455696202532,0.332273457906369,0
"VI",0.0316455696202532,0,0.010126582278481,0,0.0126582278481013,0.0126582278481013,0,0.0405063291139241,0.00632911392405063,0,0.0126582278481013,0
"bVII",0.638906698083913,0.00230149597238205,0,0.0767608270772828,0,0.0449837434014649,0,0.0473788518092316,0.141366193581383,0.00765521398432791,0,0
"VII",0,0,0,0,0,0,0,0,0,0,0.0126582278481013,0
