"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0,0.0394047619047619,0.0575,0.0173809523809524,0.710864875864876,0.00208333333333333,0.0329059829059829,0.0377777777777778,0.0305555555555556,0.0564606227106227,0.00904761904761905
"bII",0.0222222222222222,0,0,0,0,0.00555555555555555,0.01,0,0.00666666666666667,0,0,0
"II",0.0464285714285714,0.019047619047619,0,0,0.0208333333333333,0.05,0,0.031547619047619,0,0.0488095238095238,0,0
"bIII",0.116666666666667,0.0291666666666667,0.0333333333333333,0,0,0,0,0.00416666666666667,0.0625,0,0.0375,0
"III",0.00833333333333333,0,0.00833333333333333,0,0,0.00833333333333333,0,0.0416666666666667,0,0.05,0,0
"IV",0.810849567099567,0,0.00833333333333333,0.0672222222222222,0.00833333333333333,0,0.00555555555555555,0.0136309523809524,0.00151515151515152,0.0235119047619048,0.0443813131313131,0
"bV",0.0166666666666667,0.00833333333333333,0.0166666666666667,0.00416666666666667,0,0.0333333333333333,0,0,0.0125,0,0.025,0
"V",0.0113095238095238,0,0.0333333333333333,0,0.025,0.00416666666666667,0.0208333333333333,0,0.01,0.0358333333333333,0.00952380952380952,0
"bVI",0.0680555555555555,0.0125,0,0.025,0,0.025,0.0194444444444444,0,0,0,0.0333333333333333,0
"VI",0.0534722222222222,0,0.0733760683760684,0,0.0220833333333333,0.0373931623931624,0.00555555555555555,0,0,0,0.00256410256410256,0.00555555555555555
"bVII",0.109166666666667,0,0,0.0266666666666667,0,0.133611111111111,0,0,0.00833333333333333,0.00555555555555555,0,0.0166666666666667
"VII",0,0,0,0.0166666666666667,0.0166666666666667,0.0166666666666667,0,0,0,0.0166666666666667,0,0
