"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0,0.0461551606288448,0.0366959064327485,0.0491541353383459,0.132150890045627,0,0.190803932909196,0.0263157894736842,0.0283521303258145,0.460766791687844,0
"bII",0,0,0,0,0.0263157894736842,0,0,0,0,0,0,0
"II",0.0657894736842105,0,0,0,0.0526315789473684,0.0986842105263158,0,0.160087719298246,0,0.0263157894736842,0.0175438596491228,0
"bIII",0.0328947368421053,0,0.0394736842105263,0,0,0.0723684210526316,0,0.0131578947368421,0,0,0,0.0263157894736842
"III",0.00657894736842105,0,0.0868421052631579,0.0263157894736842,0,0.0359311740890688,0,0.0197368421052632,0,0.0548582995951417,0.00657894736842105,0
"IV",0.727660716476506,0,0.014327485380117,0.0209795321637427,0.0370414673046252,0,0,0.106247188484031,0.0118421052631579,0.0354951335214493,0.0391189220136589,0
"bV",0,0,0,0,0,0.0263157894736842,0,0,0,0,0,0
"V",0.231123481781377,0.00657894736842105,0.0307017543859649,0,0.0780701754385965,0.122344322344322,0.0263157894736842,0,0,0.0410087719298246,0.148067283593599,0
"bVI",0.0263157894736842,0,0,0.0263157894736842,0,0.0394736842105263,0,0.0263157894736842,0,0.0131578947368421,0,0
"VI",0.0833333333333333,0,0.0421052631578947,0,0.0131578947368421,0.0719298245614035,0,0.0614035087719298,0,0,0.0394736842105263,0
"bVII",0.0716984769616349,0,0,0,0,0.919529593213804,0,0.0087719298245614,0,0,0,0
"VII",0.0263157894736842,0,0,0,0,0,0,0,0,0,0,0
