"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00673400673400673,0.0186480186480186,0.0659137369364642,0,0.0923448605266787,0,0.0654220779220779,0.321857645721282,0.00743801652892562,0.398493488834398,0
"bII",0.0555555555555556,0,0,0.0151515151515152,0.0151515151515152,0.0151515151515152,0,0,0.00505050505050505,0,0,0
"II",0.00606060606060606,0.0151515151515152,0,0.00909090909090909,0,0,0,0,0.0151515151515152,0.0151515151515152,0.0151515151515152,0
"bIII",0.0299825174825175,0,0.0265151515151515,0,0,0.0232323232323232,0,0.0208333333333333,0.0641127391127391,0.00378787878787879,0.217899692899693,0
"III",0,0.00757575757575758,0,0,0,0,0,0,0,0,0,0.00757575757575758
"IV",0.0774410774410774,0.00925925925925926,0.00505050505050505,0.0446127946127946,0,0,0,0.123106060606061,0.0878787878787879,0,0.16780303030303,0
"bV",0,0,0,0,0,0.0151515151515152,0,0,0,0,0,0
"V",0.218045716909353,0,0,0.00631313131313131,0,0.0932178932178932,0,0,0.112978814115178,0.0151515151515152,0.0416666666666667,0
"bVI",0.151713564213564,0.00252525252525253,0,0.04498556998557,0,0.0207431457431457,0.00144300144300144,0.125565175565176,0,0.00378787878787879,0.406812169312169,0
"VI",0.0227272727272727,0,0.0121212121212121,0,0,0.0151515151515152,0,0.0484848484848485,0.00757575757575758,0,0,0
"bVII",0.658763500808955,0.00491932310114128,0,0.0896437316891862,0,0.0417229655866019,0,0.0314585246403428,0.138908019589838,0.00108225108225108,0,0
"VII",0,0,0,0,0,0,0,0,0,0,0,0
