"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00436251920122888,0.039890227840892,0.0467729134664619,0.0146906856584276,0.414506381242624,0,0.363419641185296,0.0323348694316436,0.023068787632355,0.0309232523748653,0.00829493087557604
"bII",0.00967741935483871,0,0.0032258064516129,0,0,0,0,0.00645161290322581,0,0,0,0
"II",0.120322580645161,0.0032258064516129,0,0.0043010752688172,0.0161290322580645,0.021505376344086,0.00161290322580645,0.0243010752688172,0.00967741935483871,0.00645161290322581,0.0118279569892473,0
"bIII",0.0225806451612903,0.00645161290322581,0.0161290322580645,0,0,0.0858064516129032,0,0.0301075268817204,0.0118279569892473,0,0.0270967741935484,0
"III",0.0106451612903226,0,0.0187096774193548,0.0129032258064516,0,0.0419354838709677,0,0.0125806451612903,0,0.032258064516129,0,0
"IV",0.595703731752119,0,0.0191397849462366,0.031505376344086,0.0127956989247312,0,0.00129032258064516,0.112597698000924,0.0318433179723502,0.0185346015991177,0.0385249517507582,0
"bV",0.00645161290322581,0,0,0,0,0.00645161290322581,0,0.00645161290322581,0,0,0,0
"V",0.876408090117768,0,0.0197363031233999,0.00129032258064516,0.00691244239631336,0.0489119303635433,0.00161290322580645,0,0.0130824372759857,0.00564516129032258,0.0114746543778802,0.00161290322580645
"bVI",0.0353763440860215,0,0.00161290322580645,0.00580645161290323,0,0.0247311827956989,0,0.083010752688172,0,0,0.0397849462365591,0.0032258064516129
"VI",0.0537634408602151,0,0.0247311827956989,0,0.0129032258064516,0.0127496159754224,0,0.0539170506912442,0.00967741935483871,0,0.0129032258064516,0.00645161290322581
"bVII",0.0651612903225806,0,0.00645161290322581,0.0212903225806452,0,0.0735483870967742,0,0.0625806451612903,0.0172043010752688,0.00860215053763441,0,0
"VII",0.0129032258064516,0,0,0,0.0028673835125448,0,0,0,0,0.003584229390681,0,0
