"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.0036231884057971,0.0295713344626388,0.122384641012827,0.0170807453416149,0.498324179152515,0.00135869565217391,0.046879207748773,0.0411067193675889,0.0293737060041408,0.189597570304092,0.00952851496329757
"bII",0.0144927536231884,0,0,0,0.0108695652173913,0.0036231884057971,0.00652173913043478,0,0.00434782608695652,0,0.0108695652173913,0
"II",0.0570652173913043,0.0108695652173913,0,0,0.0108695652173913,0.0434782608695652,0.00271739130434783,0.0434782608695652,0,0.0380434782608696,0,0
"bIII",0.0951086956521739,0.0298913043478261,0.0217391304347826,0,0,0.106884057971014,0,0.00271739130434783,0.0597826086956522,0,0.0317028985507246,0.0108695652173913
"III",0.00271739130434783,0,0.0108695652173913,0.0217391304347826,0,0.0135869565217391,0,0.0190217391304348,0,0.0380434782608696,0.00271739130434783,0
"IV",0.8353970606688,0,0.00471014492753623,0.0634963768115942,0,0,0.0036231884057971,0.0291796066252588,0.00587944664031621,0.0139751552795031,0.0328694554238032,0
"bV",0.0108695652173913,0.00543478260869565,0,0.00271739130434783,0,0.0326086956521739,0,0.0108695652173913,0.00815217391304348,0,0.016304347826087,0
"V",0.0381728778467909,0.00271739130434783,0.0317028985507246,0.0108695652173913,0.016304347826087,0.0036231884057971,0.0217391304347826,0,0.0228260869565217,0.0423913043478261,0.0460662525879917,0.00271739130434783
"bVI",0.0715579710144928,0.00815217391304348,0,0.0271739130434783,0.00543478260869565,0.0326086956521739,0.0126811594202899,0.0144927536231884,0,0.016304347826087,0.0289855072463768,0
"VI",0.0457427536231884,0,0.0228539576365663,0,0.0230978260869565,0.0497491638795987,0.0036231884057971,0.00905797101449275,0.00543478260869565,0,0.0215997770345596,0.0036231884057971
"bVII",0.123274008600096,0,0,0.0282608695652174,0,0.301001353718745,0,0.0036231884057971,0.00543478260869565,0.0166666666666667,0,0.0108695652173913
"VII",0.0217391304347826,0,0,0.0108695652173913,0,0.0108695652173913,0,0,0,0.0108695652173913,0.0217391304347826,0
