"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00178571428571429,0.00585034013605442,0.00204081632653061,0.0183621933621934,0.428573846788132,0,0.467616114044685,0.0127551020408163,0.0277777777777778,0.0276190476190476,0
"bII",0,0,0,0,0,0,0.00952380952380952,0.00714285714285714,0.00476190476190476,0,0,0.00714285714285714
"II",0.0416666666666667,0,0,0,0.00952380952380952,0.0595238095238095,0,0.0357142857142857,0,0.025,0,0
"bIII",0.0261904761904762,0,0,0,0,0.00238095238095238,0,0,0,0,0,0
"III",0.0357142857142857,0,0.0428571428571429,0,0,0,0,0.0166666666666667,0,0.019047619047619,0,0
"IV",0.819667321474044,0,0.0148526077097506,0.0012987012987013,0.0130952380952381,0,0.00642857142857143,0.0820488498429675,0.0114285714285714,0.0237244897959184,0.0191223155929038,0
"bV",0.0285714285714286,0.0142857142857143,0,0,0,0,0,0,0,0,0,0
"V",0.0930509173366316,0,0.0209415584415584,0,0,0.803597711811998,0.00357142857142857,0,0,0.0436002886002886,0.0185714285714286,0
"bVI",0.0107142857142857,0,0,0.0142857142857143,0,0.00714285714285714,0.0142857142857143,0,0,0.0107142857142857,0,0
"VI",0.0295454545454545,0,0.0476190476190476,0,0.0214285714285714,0.0858225108225108,0,0.0655844155844156,0.0142857142857143,0,0.0214285714285714,0
"bVII",0.0688095238095238,0,0.00714285714285714,0,0,0.0462698412698413,0,0.0158730158730159,0.00476190476190476,0,0,0
"VII",0,0.0142857142857143,0,0,0,0,0,0,0,0,0,0
