"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0,0.0486315394007702,0.00307692307692308,0.0443582058966674,0.198183307391452,0.00355029585798817,0.102552447552448,0.00783882783882784,0.578803516744693,0.0110818593171534,0
"bII",0,0,0,0,0,0,0,0,0,0,0,0
"II",0.0963369963369963,0,0,0,0.0192307692307692,0.0615384615384615,0,0.116483516483516,0,0.0102564102564103,0.0423076923076923,0.00769230769230769
"bIII",0.0153846153846154,0,0,0,0.00769230769230769,0.0230769230769231,0,0.00512820512820513,0.0153846153846154,0,0.0102564102564103,0
"III",0.0153846153846154,0,0.0256410256410256,0,0,0.153589743589744,0,0.0362637362637363,0,0.166043956043956,0.00307692307692308,0
"IV",0.183141217756602,0,0.056458157227388,0.00631163708086785,0.0436285936285936,0,0.00692307692307692,0.615810087348549,0.0191500806885422,0.0208857808857809,0.0323067530759838,0
"bV",0.0307692307692308,0,0,0,0,0.0153846153846154,0,0,0,0,0,0
"V",0.740759240759241,0,0.0323809523809524,0.00256410256410256,0.0314529914529914,0.0634676434676435,0,0,0.00652680652680653,0.0597713397713398,0.00564102564102564,0
"bVI",0.0615384615384615,0,0,0.0307692307692308,0,0.0153846153846154,0,0.0423076923076923,0,0.0153846153846154,0.00384615384615385,0
"VI",0.126918850380389,0,0.0192307692307692,0,0.0438278388278388,0.783209354747816,0,0.0169230769230769,0.00769230769230769,0,0.0021978021978022,0
"bVII",0.0866666666666667,0,0,0.00512820512820513,0,0.0512820512820513,0,0.0230769230769231,0.00153846153846154,0.0153846153846154,0,0.00153846153846154
"VII",0.0153846153846154,0,0,0,0,0,0,0.0153846153846154,0,0,0,0
