"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00524178663713547,0.0225881050094456,0.0542620278085394,0.0123544414242089,0.389590438188249,0,0.392280174479217,0.0336409499200197,0.0330918131875724,0.0260347963836336,0.00996677740863787
"bII",0.0116279069767442,0,0.00387596899224806,0,0,0,0,0.0116279069767442,0.00387596899224806,0,0,0
"II",0.0484496124031008,0.0116279069767442,0,0.00516795865633075,0.0174418604651163,0.0297157622739018,0.00193798449612403,0.022609819121447,0.0116279069767442,0.00775193798449612,0.00645994832041344,0
"bIII",0.0271317829457364,0.00775193798449612,0.0193798449612403,0,0,0.103100775193798,0,0.0258397932816537,0.0116279069767442,0,0.0299741602067183,0
"III",0.0127906976744186,0,0.00310077519379845,0.0155038759689922,0,0.0465116279069767,0,0.0151162790697674,0,0.0310077519379845,0,0
"IV",0.647082729931567,0,0.020671834625323,0.0301033591731266,0.00310077519379845,0,0.00542635658914729,0.0728785103785104,0.0334625322997416,0.0104435831180017,0.0295434969853575,0
"bV",0.00775193798449612,0,0,0,0,0.00775193798449612,0,0.0155038759689922,0,0,0,0
"V",0.89073151224314,0,0.01359357696567,0.00155038759689922,0.00830564784053156,0.036203396087117,0.00193798449612403,0,0.0150732127476314,0.00872093023255814,0.00681063122923588,0.00193798449612403
"bVI",0.0289405684754522,0.00775193798449612,0,0.00697674418604651,0,0.020671834625323,0,0.0777777777777778,0,0,0.0478036175710594,0.00387596899224806
"VI",0.0723514211886305,0,0.0180878552971576,0,0.0155038759689922,0.0167958656330749,0,0.0361757105943152,0.0116279069767442,0,0.00775193798449612,0.00775193798449612
"bVII",0.0627906976744186,0,0.00775193798449612,0.0178294573643411,0,0.0612403100775194,0,0.0635658914728682,0.0129198966408269,0.0103359173126615,0,0
"VII",0.0232558139534884,0,0,0,0.00344530577088717,0,0,0,0,0.00430663221360896,0,0
