"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0,0.0879865188084366,0.021472059143292,0.0324527071102414,0.535432147760915,0,0.220955946640878,0.0288106110023918,0.00871845049927242,0.0362850619699935,0.00538160469667319
"bII",0.0246575342465753,0,0,0,0,0,0.00273972602739726,0,0,0,0,0
"II",0.0879410543794105,0.0136986301369863,0,0.0136986301369863,0.0161892901618929,0.146118721461187,0.00684931506849315,0.0442714819427148,0,0.0273972602739726,0.0136986301369863,0
"bIII",0.035958904109589,0.0136986301369863,0.0428082191780822,0,0,0.00342465753424658,0,0.0251141552511416,0.0251141552511416,0,0.0045662100456621,0
"III",0.0205479452054795,0.00273972602739726,0.0479452054794521,0.0136986301369863,0,0.0876712328767123,0,0,0,0.073972602739726,0,0
"IV",0.118081029603995,0,0.00942512586348203,0.0219178082191781,0.0187348912167607,0,0,0.805424031008237,0.0112198303979126,0.00987003863716193,0.00532724505327245,0
"bV",0,0,0,0,0,0,0,0.00684931506849315,0,0,0,0.00684931506849315
"V",0.741315136225862,0.00210748155953635,0.0132752521451152,0.00332393231265109,0.0107849532507067,0.162340709674142,0,0,0.0166829745596869,0.0274146135447505,0.0212328767123288,0
"bVI",0.0399543378995434,0,0.00342465753424658,0,0,0.04337899543379,0,0.05662100456621,0,0.0136986301369863,0.034703196347032,0
"VI",0.0342465753424658,0.0136986301369863,0.0362035225048924,0.00391389432485323,0.0461839530332681,0.0279843444227006,0,0.0843444227005871,0.0136986301369863,0,0.0136986301369863,0
"bVII",0.0300065231572081,0,0.0136986301369863,0.0273972602739726,0,0.063600782778865,0,0.0273972602739726,0.0228310502283105,0.00684931506849315,0,0
"VII",0,0,0,0,0.00342465753424658,0.023972602739726,0,0,0,0,0,0
