"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.0126114372689715,0.0168598524762908,0.0723133981695625,0,0.11765046217101,0,0.0728473581213307,0.314344521536302,0.0112909921129099,0.361153515434337,0
"bII",0.0639269406392694,0,0,0.0136986301369863,0.0136986301369863,0.0136986301369863,0,0.0136986301369863,0.0045662100456621,0,0,0
"II",0.00547945205479452,0.0136986301369863,0,0.00821917808219178,0,0,0,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0136986301369863,0
"bIII",0.0362399016508606,0,0.023972602739726,0,0,0.0684931506849315,0,0.0188356164383562,0.0652708782845769,0.00342465753424658,0.187872781708398,0
"III",0,0.00684931506849315,0,0,0,0.0136986301369863,0,0,0,0.0136986301369863,0,0.00684931506849315
"IV",0.0741248097412481,0.00837138508371385,0.0091324200913242,0.0453576864535769,0.0091324200913242,0,0,0.119063926940639,0.089041095890411,0,0.193721461187215,0
"bV",0,0,0,0,0,0.0136986301369863,0,0,0,0,0,0
"V",0.249420328529918,0,0,0.00570776255707763,0,0.0835942596216569,0,0,0.114473996323311,0.0182648401826484,0.0376712328767123,0
"bVI",0.137165688193085,0.00228310502283105,0,0.0566536203522505,0,0.0210371819960861,0.00130463144161774,0.124026962383127,0,0.00342465753424658,0.407528810611002,0
"VI",0.0273972602739726,0,0.010958904109589,0,0.0136986301369863,0.0136986301369863,0,0.0438356164383562,0.00684931506849315,0,0.00684931506849315,0
"bVII",0.665229101188005,0.00444760718733322,0,0.0856139674632825,0,0.0377221332700785,0,0.0375743738757437,0.119880309948803,0.00554468362687541,0,0
"VII",0,0,0,0,0,0,0,0,0,0,0,0
