"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00681818181818182,0,0,0.00378787878787879,0.0473484848484848,0,0.913365800865801,0.00974025974025974,0.0151515151515152,0,0
"bII",0.0454545454545455,0,0,0,0,0,0,0,0,0,0,0
"II",0.0738636363636364,0,0,0,0.0303030303030303,0.0170454545454545,0,0.0492424242424242,0.0113636363636364,0.0340909090909091,0.0113636363636364,0
"bIII",0,0,0.0227272727272727,0,0,0.0378787878787879,0,0.0303030303030303,0,0,0,0
"III",0.00909090909090909,0,0.0242424242424242,0,0,0.113636363636364,0,0.0689393939393939,0,0.0113636363636364,0,0
"IV",0.153105732651187,0,0.00252525252525253,0.0454545454545455,0.0274891774891775,0,0,0.313308408762954,0.0227272727272727,0.0641774891774892,0,0
"bV",0,0,0,0,0,0,0,0,0,0,0,0
"V",0.582913361890635,0,0.0485024445251718,0.00826446280991736,0.0522005772005772,0.163160513728696,0,0,0,0.109244354130718,0.00649350649350649,0
"bVI",0.0227272727272727,0,0,0,0,0,0,0.0454545454545455,0,0,0,0
"VI",0.0647727272727273,0,0.0397727272727273,0,0.0227272727272727,0.156818181818182,0,0.0795454545454545,0,0,0.0227272727272727,0
"bVII",0.0492424242424242,0,0,0.0227272727272727,0,0.00757575757575758,0,0,0,0.0113636363636364,0,0
"VII",0,0,0,0,0,0,0,0,0,0,0,0
