"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00547345374931582,0.0248720177726263,0.0136471446816274,0.0141040951385779,0.518456592239554,0,0.336266329268358,0.0230988041332869,0.0258049928435324,0.0186218953460333,0.00268696820420958
"bII",0.00574712643678161,0,0.00574712643678161,0,0,0,0,0,0,0,0.0114942528735632,0
"II",0.0450191570881226,0.00574712643678161,0,0.00766283524904215,0.0028735632183908,0.0172413793103448,0.0028735632183908,0.0239463601532567,0.0114942528735632,0,0.00957854406130268,0
"bIII",0.0258620689655172,0.0114942528735632,0.00574712643678161,0,0,0.0258620689655172,0,0.0229885057471264,0.0172413793103448,0,0.0402298850574713,0
"III",0.00574712643678161,0,0,0.0229885057471264,0,0.0114942528735632,0,0.00574712643678161,0,0.0459770114942529,0,0
"IV",0.842258045275287,0,0.00957854406130268,0.019220945083014,0,0,0.00229885057471264,0.0758454030005754,0.0132183908045977,0.00399106002554278,0.0335887611749681,0
"bV",0.0114942528735632,0,0,0,0,0,0,0.0114942528735632,0,0,0,0
"V",0.888788542236818,0,0.00517241379310345,0,0.00328407224958949,0.0421866447728517,0,0,0.016602809706258,0.01772030651341,0.00421455938697318,0.0028735632183908
"bVI",0.0256704980842912,0,0,0.00459770114942529,0.00574712643678161,0.0153256704980843,0,0.0559386973180077,0,0,0.0421455938697318,0
"VI",0.101532567049808,0,0.0268199233716475,0,0,0.024904214559387,0,0.0421455938697318,0.0172413793103448,0,0.00574712643678161,0
"bVII",0.067816091954023,0,0,0.0149425287356322,0,0.0505747126436782,0,0.0770114942528736,0.00766283524904215,0.0176245210727969,0,0
"VII",0.0229885057471264,0,0,0,0,0,0,0,0,0,0.0114942528735632,0
