"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.0171676235506023,0.113582989114904,0.0701980545065651,0.0266801756163458,0.125376121120802,0,0.0827169875042215,0.162312333057014,0.050886524822695,0.240066582353816,0
"bII",0.0425531914893617,0,0.00709219858156028,0.00709219858156028,0.00709219858156028,0.00945626477541371,0.00236406619385343,0.0106382978723404,0.008274231678487,0,0.00236406619385343,0
"II",0.154474839581223,0.0200945626477541,0,0.0125295508274232,0.0347205985503858,0.026241134751773,0,0.0147247551502871,0.0141843971631206,0.0310004416387395,0.0104694360013509,0
"bIII",0.0666348426986725,0.00531914893617021,0.0336879432624113,0,0.00709219858156028,0.0585106382978723,0,0.0192080378250591,0.0479771213813767,0.00886524822695036,0.110860849158722,0
"III",0.0118203309692671,0.00709219858156028,0.0301418439716312,0.0141843971631206,0,0.0363975268230587,0,0.0236406619385343,0,0.0599381705764684,0,0.00709219858156028
"IV",0.0810874704491726,0.00433412135539795,0.0553191489361702,0.0684003152088258,0.0505910165484634,0,0.0106382978723404,0.0736997635933806,0.0490543735224586,0.025177304964539,0.106520882584712,0
"bV",0,0.00472813238770686,0,0,0,0.00709219858156028,0,0.0141843971631206,0.00945626477541371,0,0.00354609929078014,0.00354609929078014
"V",0.165266136542732,0,0.0200891897700408,0.0100472813238771,0.0400315208825847,0.0736145651039268,0,0,0.0652950477418563,0.0256393724478831,0.0361870989530564,0
"bVI",0.0745609591354272,0.0106382978723404,0,0.0399696048632219,0,0.0286220871327254,0.0124957784532253,0.0799729821006417,0,0.00177304964539007,0.212960148598446,0
"VI",0.0411992263056093,0,0.0914893617021277,0,0.0212765957446809,0.0418439716312057,0,0.0522995916612938,0.00354609929078014,0,0.0189125295508274,0.0041371158392435
"bVII",0.368567897823217,0.00230266187712996,0.00709219858156028,0.0521263803178697,0,0.0481350997308444,0,0.0392665254367382,0.0951626190987893,0.00287065180682202,0,0
"VII",0,0,0.00354609929078014,0,0.00354609929078014,0,0.00709219858156028,0,0,0.00709219858156028,0,0
