"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00516688410524027,0.0858272685770671,0.0422390345182032,0.0297767111123276,0.335902958237005,0.00225572372832647,0.219677908826781,0.0477554903239835,0.103978376579102,0.0888590379313586,0.00690046255114748
"bII",0.020958904109589,0,0.00753424657534247,0.00205479452054795,0.00273972602739726,0.00182648401826484,0.00315068493150685,0.00410958904109589,0.0026027397260274,0,0.00182648401826484,0.000684931506849315
"II",0.096073405285734,0.00850619699934769,0,0.00378995433789954,0.0234084066618313,0.0526223091976517,0.00102739726027397,0.195913340844848,0.00410958904109589,0.0211345275728837,0.0131409001956947,0.00136986301369863
"bIII",0.0299367755532139,0.00787671232876712,0.0210616438356164,0,0.00342465753424658,0.046986301369863,0,0.0169520547945205,0.0241069965042568,0.00171232876712329,0.0308192416411594,0.00136986301369863
"III",0.014703196347032,0.00301369863013699,0.0397945205479452,0.0089041095890411,0,0.068448993928446,0.00136986301369863,0.0206833007175473,0,0.0847033217923629,0.0013013698630137,0.00205479452054795
"IV",0.423339329031311,0.000837138508371385,0.0439550403933966,0.0229604071727359,0.0329152669785224,0,0.00624592302674494,0.22530369259922,0.0203260894356785,0.0217491830847995,0.0422168935907856,0.000547945205479452
"bV",0.010958904109589,0.00296803652968037,0.00273972602739726,0.000342465753424658,0.00136986301369863,0.010958904109589,0,0.0116438356164384,0.00285388127853881,0,0.00205479452054795,0.00479452054794521
"V",0.489307002137116,0.000705420910900363,0.0317462085099071,0.00367299098967109,0.0233654055229398,0.155487180871209,0.00410958904109589,0,0.0218703670758465,0.041666731290019,0.0188785187415324,0.000787671232876712
"bVI",0.0426891715590346,0.00445205479452055,0.000342465753424658,0.0185420743639922,0.000684931506849315,0.0192270058708415,0.00401174168297456,0.0428821482931072,0,0.0089041095890411,0.0571227440747989,0.00114155251141553
"VI",0.061521001829221,0.00273972602739726,0.109517537257263,0.000391389432485323,0.0375587084148728,0.114592644798124,0.00045662100456621,0.0528159283638736,0.00684931506849315,0,0.0113653469817853,0.00319634703196347
"bVII",0.123660247667097,0.000444760718733321,0.00388127853881279,0.0177851410385657,0.00182648401826484,0.0895355063505748,0,0.0319526972266698,0.0261432821364328,0.0127005870841487,0,0.00205479452054795
"VII",0.00958904109589041,0.00136986301369863,0.00205479452054795,0.00136986301369863,0.0189878234398782,0.00422374429223744,0.00205479452054795,0.00136986301369863,0,0.00213089802130898,0.00273972602739726,0
