"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00657894736842105,0.109181096681097,0.0394736842105263,0.0930887825624668,0.40132528290423,0.0199362041467305,0.12416932482722,0.00292397660818713,0.109901648059543,0.0394736842105263,0.0473684210526316
"bII",0.0263157894736842,0,0.0526315789473684,0.0131578947368421,0,0,0.0131578947368421,0,0,0,0,0
"II",0.115726817042607,0.0192982456140351,0,0,0.0944862155388471,0.0241228070175439,0,0.632706766917293,0.0131578947368421,0.0228696741854637,0.00526315789473684,0.00657894736842105
"bIII",0,0,0.0526315789473684,0,0.0131578947368421,0.0131578947368421,0,0.0526315789473684,0.0789473684210526,0,0,0
"III",0.0109649122807018,0,0.0442982456140351,0.0131578947368421,0,0.0535714285714286,0,0.00986842105263158,0,0.868139097744361,0,0
"IV",0.345081453634085,0,0.0737573099415205,0.00657894736842105,0.120300751879699,0,0.0037593984962406,0.217627401837928,0.00526315789473684,0,0.0526315789473684,0.0105263157894737
"bV",0,0,0,0,0.0263157894736842,0.0263157894736842,0,0.0263157894736842,0,0,0,0.0526315789473684
"V",0.649797570850202,0,0.0270869481395797,0.0043859649122807,0.130409356725146,0.0510828352933616,0,0,0.0087719298245614,0.0896182764603817,0.0087719298245614,0
"bVI",0.043859649122807,0.0263157894736842,0,0.0263157894736842,0,0,0,0,0,0,0,0.0087719298245614
"VI",0.107456140350877,0,0.533395989974937,0,0.0556390977443609,0.157706766917293,0,0.132644110275689,0,0,0,0.0131578947368421
"bVII",0.00526315789473684,0,0.0350877192982456,0,0.0350877192982456,0.0192982456140351,0,0.0263157894736842,0,0.0263157894736842,0,0.0105263157894737
"VII",0,0,0,0,0.241228070175439,0.0087719298245614,0,0,0,0,0,0
