"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00110497237569061,0.0553248163745401,0.0292883451723231,0.0224304240878826,0.354159298073825,0.00127496812579686,0.263686160371243,0.0315662544944313,0.193447195746513,0.0227899145594953,0.00769534333070245
"bII",0.0154696132596685,0,0,0,0,0,0.00110497237569061,0.00552486187845304,0,0,0,0
"II",0.113828896701825,0.00552486187845304,0,0,0.0189603214465093,0.0860957642725599,0.00276243093922652,0.0177632680395111,0,0.0202578268876611,0.0248618784530387,0.00276243093922652
"bIII",0.0269337016574586,0.0110497237569061,0.0172651933701657,0,0,0.0308471454880295,0,0.0174953959484346,0.0170349907918969,0,0.0119705340699816,0
"III",0.0201657458563536,0.00110497237569061,0.041804788213628,0.00552486187845304,0,0.0946593001841621,0,0.0182715074980268,0,0.071507498026835,0.00110497237569061,0
"IV",0.164670958682983,0,0.0214454360863201,0.0145747745195259,0.0262229988261837,0,0.00248618784530387,0.563234449381671,0.0352512128755223,0.0174335333175112,0.038658349017465,0
"bV",0.0110497237569061,0,0,0,0,0.0110497237569061,0,0.00276243093922652,0,0,0,0.00276243093922652
"V",0.807563301367075,0.000849978750531237,0.0169607019745141,0.00336637417397898,0.0129264228711743,0.092366475821396,0.00138121546961326,0,0.00805948195450958,0.0349747014802263,0.00916863983162326,0
"bVI",0.0511049723756906,0,0.00138121546961326,0.0110497237569061,0,0.0248618784530387,0,0.0690300798035605,0,0.0110497237569061,0.0304174340085942,0
"VI",0.0726964563981139,0.00552486187845304,0.0182846619310708,0.0015785319652723,0.0336753485924757,0.273028352862607,0,0.0502236253617469,0.00828729281767956,0,0.0118389897395422,0.00552486187845304
"bVII",0.0707883890204332,0,0.00552486187845304,0.020073664825046,0,0.0499605367008682,0,0.0486801718845918,0.0116022099447514,0.00828729281767956,0,0.000552486187845304
"VII",0.0110497237569061,0,0,0,0.00383670963781461,0.00966850828729282,0,0.00552486187845304,0,0.00306936771025169,0,0
