"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0,0.0464860303095597,0.00294117647058824,0.0424012262247556,0.189439926183006,0.00339366515837104,0.142145721925134,0.00749299719887955,0.553268067476545,0.0105929537590437,0
"bII",0,0,0,0,0,0,0,0,0,0,0,0
"II",0.0920868347338936,0,0,0,0.0183823529411765,0.0588235294117647,0,0.111344537815126,0,0.00980392156862745,0.0404411764705882,0.00735294117647059
"bIII",0.0147058823529412,0,0,0,0.00735294117647059,0.0220588235294118,0,0.00490196078431373,0.0147058823529412,0,0.00980392156862745,0
"III",0.0147058823529412,0,0.0245098039215686,0,0,0.161519607843137,0,0.0346638655462185,0,0.158718487394958,0.00294117647058824,0
"IV",0.175061458149693,0,0.0539673561732385,0.00603318250377074,0.0438046430693489,0,0.00661764705882353,0.626457121310062,0.0183052241875771,0.024166030048383,0.030881455146161,0
"bV",0.0294117647058824,0,0,0,0,0.0147058823529412,0,0,0,0,0,0
"V",0.723969657793187,0,0.0309523809523809,0.00245098039215686,0.0300653594771242,0.0680205415499533,0,0,0.00623885918003565,0.078008103008103,0.0053921568627451,0
"bVI",0.0588235294117647,0,0,0.0294117647058824,0,0.0147058823529412,0,0.0404411764705882,0,0.0147058823529412,0.00367647058823529,0
"VI",0.124260665804783,0,0.0183823529411765,0,0.0418942577030812,0.789832471450118,0,0.0161764705882353,0.00735294117647059,0,0.00210084033613445,0
"bVII",0.082843137254902,0,0,0.00490196078431373,0,0.0490196078431373,0,0.0220588235294118,0.00147058823529412,0.0147058823529412,0,0.00147058823529412
"VII",0.0147058823529412,0,0,0,0,0,0,0.0147058823529412,0,0,0,0
