"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0,0.0923552754435107,0.0335550887021475,0.0377801120448179,0.607079236123354,0,0.103577590709944,0.0358309990662932,0.00935951303598362,0.0235644257703081,0.0204831932773109
"bII",0.0264705882352941,0,0,0,0,0,0.00294117647058824,0.0147058823529412,0,0,0,0
"II",0.0809269162210339,0.0147058823529412,0,0,0.017379679144385,0.155637254901961,0.00735294117647059,0.0401737967914439,0,0.0220588235294118,0.0147058823529412,0
"bIII",0.0275735294117647,0.0294117647058824,0.0606617647058824,0,0,0,0,0.0269607843137255,0.0269607843137255,0,0.0196078431372549,0
"III",0.0330882352941176,0.00294117647058824,0.0514705882352941,0.0294117647058824,0,0.0647058823529412,0,0.00367647058823529,0,0.0794117647058823,0,0
"IV",0.123825995387414,0,0.0231900452488688,0.0235294117647059,0.0201124567474048,0,0,0.69360509092343,0.0277310924369748,0.00520361990950226,0.0386846405228758,0
"bV",0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0.00735294117647059
"V",0.816799684865611,0.00226244343891403,0.00428248222365869,0.00356833910034602,0.00373482726423903,0.122872926260287,0,0,0.014968487394958,0.0218936292465704,0.00798319327731092,0
"bVI",0.0428921568627451,0,0.00367647058823529,0,0,0.0367647058823529,0,0.0632352941176471,0,0.0147058823529412,0.0593137254901961,0
"VI",0.0220588235294118,0.0147058823529412,0.0241596638655462,0.00420168067226891,0.0348739495798319,0.0300420168067227,0,0.0758403361344538,0.0147058823529412,0,0.0147058823529412,0.0147058823529412
"bVII",0.021078431372549,0,0.0147058823529412,0.0338235294117647,0,0.067156862745098,0,0.0764705882352941,0.0147058823529412,0.00735294117647059,0,0
"VII",0,0,0,0,0.0102124183006536,0.0257352941176471,0,0,0,0.00816993464052288,0,0
