"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00138888888888889,0.21226512684846,0.00694444444444444,0.0120149911816578,0.326470288970289,0.00462962962962963,0.31591625966626,0.00476190476190476,0.0592813051146384,0.0359182098765432,0.00868055555555556
"bII",0.0416666666666667,0,0.0138888888888889,0,0,0,0,0,0,0,0,0
"II",0.00661375661375661,0,0,0,0.0183201058201058,0.00595238095238095,0,0.945138888888889,0.00694444444444444,0.00198412698412698,0.0115740740740741,0.00347222222222222
"bIII",0.00694444444444444,0.0138888888888889,0.0347222222222222,0,0,0.0277777777777778,0,0.0138888888888889,0,0,0,0
"III",0.0196759259259259,0,0.0729166666666667,0,0,0.0949074074074074,0.0138888888888889,0.0208333333333333,0,0.0208333333333333,0,0.00694444444444444
"IV",0.259680674264008,0,0.171533289241623,0.0308302808302808,0.0694444444444444,0,0.0104166666666667,0.229199735449735,0,0.0273533950617284,0.0209859584859585,0
"bV",0.0138888888888889,0,0,0,0,0,0,0.0138888888888889,0.00694444444444444,0,0,0.0208333333333333
"V",0.680129804608971,0.00154320987654321,0.0986562049062049,0,0.00173611111111111,0.111208814333814,0,0,0.0239197530864198,0.0583682713891047,0,0.00277777777777778
"bVI",0.0277777777777778,0,0,0.00694444444444444,0,0.0208333333333333,0,0.0416666666666667,0,0.0138888888888889,0.0138888888888889,0
"VI",0.0844907407407407,0.0138888888888889,0.0469907407407407,0,0.0569444444444444,0.0368055555555556,0,0.0664351851851852,0,0,0,0
"bVII",0.0671296296296296,0,0,0.00694444444444444,0,0.0333333333333333,0,0.00972222222222222,0.0287037037037037,0.0208333333333333,0,0
"VII",0.0138888888888889,0,0,0,0.0486111111111111,0,0.00694444444444444,0,0,0,0,0
