"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00239518118004174,0.0341222411939543,0.0494990754006416,0.0227157747078066,0.453223716415776,0.00049800796812749,0.285537641862343,0.0231394767251341,0.0311663878396946,0.0783195666661802,0.00645211362342836
"bII",0.00597609561752988,0,0.00199203187250996,0,0.00398406374501992,0,0.0050464807436919,0.00199203187250996,0.00292164674634794,0,0.00398406374501992,0.00199203187250996
"II",0.0817776512995636,0.00654524758110415,0,0.00265604249667995,0.0195883134130146,0.0540220072092582,0.00099601593625498,0.014845380383229,0.00398406374501992,0.0234206033010814,0.00332005312084993,0
"bIII",0.0242363877822045,0.00796812749003984,0.0099601593625498,0,0,0.0656042496679947,0,0.0049800796812749,0.0199203187250996,0,0.0147410358565737,0.00398406374501992
"III",0.0149402390438247,0,0.0268924302788845,0.00796812749003984,0,0.0564409030544489,0,0.0195883134130146,0,0.0365205843293493,0.00099601593625498,0
"IV",0.857063571860267,0,0.00862581420350345,0.0101060404845265,0.00867338725904463,0,0.00391766268260292,0.0628552075089455,0.00454545454545455,0.0231597640960191,0.0168289682351084,0
"bV",0.0159362549800797,0.00597609561752988,0.00398406374501992,0.00099601593625498,0,0.0119521912350598,0,0.00398406374501992,0.00099601593625498,0,0.00398406374501992,0
"V",0.321228826507711,0.00099601593625498,0.0131443921284559,0.00144875045273452,0.0196357427433125,0.281967169616572,0.0099601593625498,0,0.0121292607348384,0.0431687391846754,0.021088539614436,0.00099601593625498
"bVI",0.0308100929614874,0.00298804780876494,0,0.0135458167330677,0.00199203187250996,0.0159362549800797,0.00464807436918991,0.0220451527224436,0,0.00896414342629482,0.0205843293492696,0.00199203187250996
"VI",0.0528944826753592,0,0.0451629379916232,0,0.0491699867197875,0.0485438200577643,0.00132802124833997,0.0519558131111916,0.0119521912350598,0,0.00990908162222903,0
"bVII",0.0691738540344118,0,0.00199203187250996,0.00597609561752988,0,0.158670324805783,0,0.0196989818503763,0.00597609561752988,0.0114209827357238,0,0.00398406374501992
"VII",0.0119521912350598,0.00398406374501992,0,0.00398406374501992,0.00796812749003984,0.00398406374501992,0,0,0,0,0.00796812749003984,0
