"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00737704918032787,0.0910764554207177,0.0337887067395264,0.0639214155607598,0.31726634021716,0.014207650273224,0.0893921652118373,0.00182149362477231,0.320629598088614,0.0355191256830601,0.0229508196721311
"bII",0.0327868852459016,0,0.0491803278688525,0.00819672131147541,0,0,0.00819672131147541,0,0,0,0,0
"II",0.0370218579234973,0.0120218579234973,0,0,0.0311475409836066,0.0446916471506635,0,0.811729117876659,0,0.0177595628415301,0.0333333333333333,0.00409836065573771
"bIII",0.00819672131147541,0,0.0327868852459016,0,0,0,0,0.0450819672131148,0.0450819672131148,0,0,0
"III",0.00409836065573771,0.0163934426229508,0.0344262295081967,0.00819672131147541,0,0.0811865729898517,0,0.0198087431693989,0,0.385070257611241,0.00819672131147541,0
"IV",0.351170960187354,0,0.0486794171220401,0,0.0530835284933646,0,0.00889929742388759,0.2311995836586,0.00327868852459016,0.0334699453551913,0.0341530054644809,0.00655737704918033
"bV",0.0163934426229508,0,0.0163934426229508,0,0.0163934426229508,0.0327868852459016,0,0.0327868852459016,0,0,0,0.0163934426229508
"V",0.74115260877556,0,0.0418738365459677,0.00478142076502732,0.0507936507936508,0.0836388565896763,0.00409836065573771,0,0,0.0614637639227803,0.0078064012490242,0.00204918032786885
"bVI",0.0109289617486339,0.0163934426229508,0,0.0163934426229508,0,0,0,0,0,0,0,0.00546448087431694
"VI",0.0218579234972678,0,0.769711163153786,0,0.0417642466822795,0.0819672131147541,0,0.0724043715846995,0,0,0,0.0122950819672131
"bVII",0.0306010928961749,0,0.00546448087431694,0,0.00546448087431694,0.0120218579234973,0,0.0546448087431694,0,0.0491803278688525,0,0.00655737704918033
"VII",0.0163934426229508,0,0.0163934426229508,0,0.117486338797814,0.00546448087431694,0,0,0,0,0,0
