"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.0143939393939394,0.111954501727229,0.0312289562289562,0.0641293891293891,0.310402728584547,0.0131313131313131,0.0826200314836678,0.00168350168350168,0.299369780051598,0.047979797979798,0.0212121212121212
"bII",0.0454545454545455,0,0.0606060606060606,0.00757575757575758,0,0,0.00757575757575758,0,0,0,0,0
"II",0.0449675324675325,0.0237373737373737,0,0.00252525252525253,0.0443001443001443,0.0551948051948052,0,0.765638528138528,0,0.0164141414141414,0.0358585858585859,0.00378787878787879
"bIII",0.00757575757575758,0,0.0454545454545455,0,0.0151515151515152,0,0,0.0416666666666667,0.0416666666666667,0,0,0
"III",0.00378787878787879,0.0227272727272727,0.0393939393939394,0.0227272727272727,0,0.075036075036075,0,0.0183080808080808,0,0.386201298701299,0.00757575757575758,0
"IV",0.329617604617605,0,0.0525673400673401,0,0.0515873015873016,0,0.0233766233766234,0.228835978835979,0.00303030303030303,0.0460858585858586,0.0315656565656566,0.00606060606060606
"bV",0.0151515151515152,0,0.0151515151515152,0,0.0151515151515152,0.0303030303030303,0,0.0454545454545455,0,0,0,0.0151515151515152
"V",0.700156199019835,0,0.0462773337773338,0.00441919191919192,0.0620971620971621,0.0899288422015695,0.00378787878787879,0,0,0.0593326706963071,0.00721500721500722,0.00189393939393939
"bVI",0.0101010101010101,0.0151515151515152,0,0.0151515151515152,0,0,0,0,0,0,0,0.00505050505050505
"VI",0.0202020202020202,0,0.77958152958153,0,0.0386002886002886,0.0833333333333333,0,0.0669191919191919,0,0,0,0.0113636363636364
"bVII",0.0282828282828283,0,0.0202020202020202,0,0.00505050505050505,0.0111111111111111,0,0.0656565656565657,0,0.0454545454545455,0,0.00606060606060606
"VII",0.0151515151515152,0,0.0151515151515152,0,0.108585858585859,0.00505050505050505,0,0,0,0,0,0
