"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0,0.0471798516574636,0.00298507462686567,0.0455216425365679,0.192267387767827,0.0034443168771527,0.104466304839439,0.00760483297796731,0.583913859528434,0.0107510575464921,0
"bII",0,0,0,0,0,0,0,0,0,0,0,0
"II",0.0934612651030561,0,0,0,0.0186567164179104,0.0597014925373134,0,0.127931769722815,0,0.00995024875621891,0.041044776119403,0.00746268656716418
"bIII",0.0149253731343284,0,0,0,0.00746268656716418,0.0223880597014925,0,0.00497512437810945,0.0149253731343284,0,0.00995024875621891,0
"III",0.0149253731343284,0,0.0248756218905473,0,0,0.156467661691542,0,0.0426439232409382,0,0.161087420042644,0.00298507462686567,0
"IV",0.192599688868346,0,0.0547728391011973,0.00612323000382702,0.0423262475501281,0,0.00671641791044776,0.597427696681428,0.0185784364888842,0.0202623247399367,0.0313423723871485,0
"bV",0.0298507462686567,0,0,0,0,0.0149253731343284,0,0,0,0,0,0
"V",0.748497770885831,0,0.0314143567874911,0.00248756218905473,0.030514096185738,0.0615730869462213,0,0,0.00633197648123021,0.0579871206736878,0.0054726368159204,0
"bVI",0.0597014925373134,0,0,0.0298507462686567,0,0.0149253731343284,0,0.041044776119403,0,0.0149253731343284,0.00373134328358209,0
"VI",0.138055601115303,0,0.0216417910447761,0,0.0425195451314854,0.771770269531464,0,0.0164179104477612,0.00746268656716418,0,0.00213219616204691,0
"bVII",0.0840796019900498,0,0,0.00497512437810945,0,0.0497512437810945,0,0.0223880597014925,0.00149253731343284,0.0149253731343284,0,0.00149253731343284
"VII",0.0149253731343284,0,0,0,0,0,0,0.0149253731343284,0,0,0,0
