"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00709242448372883,0.0771343854955895,0.0427506672071889,0.0223008875182788,0.247280700369428,0,0.190914353205323,0.0888349573132182,0.141100141906752,0.1171020202719,0.0046583850931677
"bII",0.0283166109253066,0,0,0.00334448160535117,0.00334448160535117,0.00334448160535117,0.00178372352285396,0.00836120401337793,0.00390189520624303,0,0.00111482720178372,0
"II",0.130827143870622,0.012263099219621,0,0.00758082497212932,0.0261786708275003,0.0554626532887402,0.00167224080267559,0.00989300554517946,0.00668896321070234,0.0239834858563956,0.0211020863194776,0.00167224080267559
"bIII",0.0410385044164308,0.00668896321070234,0.0263377926421405,0,0,0.0384615384615385,0,0.016304347826087,0.029592332602366,0.00418060200668896,0.0564594639845476,0
"III",0.0177814938684504,0.00234113712374582,0.0386845039018952,0.0100334448160535,0,0.0647114312666152,0,0.0171922280617933,0,0.0587317921766082,0.000668896321070234,0.00334448160535117
"IV",0.101274053836517,0.00204384986993683,0.0329803047194352,0.0402638424377555,0.0344359959449474,0,0.00317725752508361,0.364263573770755,0.0385505798549277,0.0220082592992292,0.0700323830758613,0
"bV",0.00668896321070234,0.00222965440356745,0,0,0,0.00668896321070234,0,0.00501672240802676,0.00278706800445931,0,0,0.00334448160535117
"V",0.546467520282197,0.000514535631592488,0.0145646948740594,0.00677585415437078,0.017863778733344,0.0843190445639787,0.000836120401337793,0,0.0331617657704614,0.0329442621666702,0.022615066093327,0
"bVI",0.0594083452779105,0.00501672240802676,0.000836120401337793,0.023865265169613,0,0.026875298614429,0.00254817646121994,0.0761559696342305,0,0.00752508361204013,0.1054613261135,0
"VI",0.058975973858917,0.00334448160535117,0.0413919413919414,0.000955566172957477,0.0290810638636726,0.178321511264655,0,0.0530592595809987,0.00836120401337793,0,0.0160853639114509,0.00418060200668896
"bVII",0.203819007079877,0.00108587065108804,0.00668896321070234,0.0330540232714146,0,0.0457707751186012,0,0.0479855892899371,0.0510633086720043,0.00748526835483357,0,0.000334448160535117
"VII",0.00668896321070234,0,0.00167224080267559,0,0.00399479747305834,0.00585284280936455,0.00334448160535117,0.00334448160535117,0,0.00185804533630621,0,0
