"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.0053665910808768,0.0231259170334801,0.0555539808515999,0.0126485947914519,0.382109546745401,0,0.403462582261602,0.0344419249181154,0.0270769924131269,0.0245623203956537,0.0102040816326531
"bII",0.0119047619047619,0,0.00396825396825397,0,0,0,0,0.0119047619047619,0.00396825396825397,0,0,0
"II",0.0496031746031746,0.0119047619047619,0,0.00529100529100529,0.00992063492063492,0.0304232804232804,0.00198412698412698,0.0191798941798942,0.00793650793650794,0.00793650793650794,0.00661375661375661,0
"bIII",0.0277777777777778,0.00793650793650794,0.0119047619047619,0,0,0.105555555555556,0,0.0264550264550265,0.0119047619047619,0,0.0306878306878307,0
"III",0.0130952380952381,0,0.00317460317460317,0.0158730158730159,0,0.0396825396825397,0,0.0154761904761905,0,0.0317460317460317,0,0
"IV",0.654274352191019,0,0.0211640211640212,0.0228835978835979,0.00317460317460317,0,0.00555555555555556,0.071771978021978,0.0342592592592593,0.0149657441324108,0.0290937457604124,0
"bV",0.00793650793650794,0,0,0,0,0.00793650793650794,0,0.0158730158730159,0,0,0,0
"V",0.890808089617613,0,0.0109410430839002,0.00158730158730159,0.00850340136054422,0.0397036164893308,0.00198412698412698,0,0.0154320987654321,0.00892857142857143,0.0112462933891505,0.00198412698412698
"bVI",0.0296296296296296,0.00793650793650794,0,0.00714285714285714,0,0.0211640211640212,0,0.0716931216931217,0,0,0.0489417989417989,0.00396825396825397
"VI",0.0661375661375661,0,0.0185185185185185,0,0.0158730158730159,0.0171957671957672,0,0.044973544973545,0.0119047619047619,0,0.00793650793650794,0.00793650793650794
"bVII",0.0563492063492064,0,0,0.0182539682539683,0,0.0785714285714286,0,0.0650793650793651,0.0132275132275132,0.0105820105820106,0,0
"VII",0.0238095238095238,0,0,0,0.00352733686067019,0,0,0,0,0.00440917107583774,0,0
