"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0,0.244057644864096,0.00806451612903226,0.00549853372434018,0.347096810000036,0.00146627565982405,0.277776793099374,0.00552995391705069,0.046889400921659,0.0417114695340502,0.0100806451612903
"bII",0.032258064516129,0,0.0161290322580645,0,0,0,0,0,0,0,0,0
"II",0.00768049155145929,0,0,0,0.00783410138248848,0.00691244239631336,0,0.971236559139785,0,0.00230414746543779,0,0.00403225806451613
"bIII",0.00806451612903226,0.0161290322580645,0.0241935483870968,0,0,0.032258064516129,0,0.0161290322580645,0,0,0,0
"III",0.0201612903225806,0,0.0604838709677419,0,0,0.0645161290322581,0.0161290322580645,0.0241935483870968,0,0.0161290322580645,0,0.00806451612903226
"IV",0.301564653984009,0,0.191903481822837,0.0196738745125842,0.0537634408602151,0,0.0120967741935484,0.191877880184332,0,0.0112007168458781,0.0243707904998228,0
"bV",0.0161290322580645,0,0,0,0,0,0,0.032258064516129,0.00806451612903226,0,0,0.00806451612903226
"V",0.717464256173934,0.0017921146953405,0.100979262672811,0,0.00201612903225806,0.0965821812596006,0,0,0.0277777777777778,0.0273130095710741,0,0.0032258064516129
"bVI",0.032258064516129,0,0,0.00806451612903226,0,0.0241935483870968,0,0.032258064516129,0,0.0161290322580645,0.0161290322580645,0
"VI",0.114247311827957,0.0161290322580645,0.0120967741935484,0,0.0403225806451613,0.00806451612903226,0,0.0349462365591398,0,0,0,0
"bVII",0.0698924731182796,0,0,0.00806451612903226,0,0.0387096774193548,0,0.0112903225806452,0.0333333333333333,0.0161290322580645,0,0
"VII",0.0161290322580645,0,0,0,0.0403225806451613,0,0.00806451612903226,0,0,0,0,0
