"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00224324804548685,0.0329942549158967,0.0553766216127899,0.0250061919838039,0.450075311404442,0.000466417910447761,0.274374635522024,0.0292756994249532,0.0291894154767289,0.0843995142502605,0.00604283775925567
"bII",0.0068407960199005,0,0.00186567164179104,0,0.00373134328358209,0.00124378109452736,0.00472636815920398,0.00186567164179104,0.0027363184079602,0,0.00373134328358209,0.00186567164179104
"II",0.0825604122245913,0.00613006396588486,0,0,0.0183457711442786,0.0550728500355366,0.000932835820895522,0.0157693674484719,0.00373134328358209,0.024546908315565,0.00186567164179104,0
"bIII",0.0264303482587065,0.0102611940298507,0.00932835820895522,0,0,0.0701492537313433,0,0.0083955223880597,0.0223880597014925,0,0.017226368159204,0.00373134328358209
"III",0.0139925373134328,0,0.0261194029850746,0.00746268656716418,0,0.0581467661691542,0,0.0220771144278607,0,0.0354477611940298,0.000932835820895522,0
"IV",0.84061910261153,0,0.00932243544183843,0.0100868762249359,0.0127873888135082,0,0.00366915422885572,0.0676195054295362,0.0102894617819991,0.0221570924929134,0.0194928023395978,0
"bV",0.0149253731343284,0.00559701492537313,0.00373134328358209,0.000932835820895522,0,0.0111940298507463,0,0.00373134328358209,0.00279850746268657,0,0.00559701492537313,0
"V",0.318377527268926,0.000932835820895522,0.0160419493441881,0.00135685210312076,0.0183901918976546,0.269876931787772,0.00932835820895522,0,0.0141583747927032,0.0404304236393789,0.0197508337433711,0.000932835820895522
"bVI",0.0325870646766169,0.00279850746268657,0,0.0145522388059701,0.00186567164179104,0.0167910447761194,0.00808457711442786,0.0243781094527363,0,0.0083955223880597,0.0342039800995025,0.00186567164179104
"VI",0.0507830167345093,0,0.0454075774971297,0,0.0460509950248756,0.0491958911735031,0.00124378109452736,0.0486601085481682,0.00932835820895522,0,0.00928052047455032,0.00124378109452736
"bVII",0.0791101725803218,0,0.00186567164179104,0.00970149253731343,0,0.15287573123394,0,0.0184494195688226,0.00652985074626866,0.00945273631840796,0,0.00373134328358209
"VII",0.0111940298507463,0.00373134328358209,0,0.00373134328358209,0.00746268656716418,0.00373134328358209,0,0,0,0.00373134328358209,0.00746268656716418,0
