"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0,0.051585179526356,0.00915032679738562,0.0490546218487395,0.129598506069094,0,0.192436974789916,0.0196078431372549,0.031687675070028,0.483790637467108,0
"bII",0,0,0,0,0.0294117647058824,0,0,0,0,0,0,0
"II",0.0735294117647059,0,0,0,0.0588235294117647,0.0808823529411765,0,0.178921568627451,0,0.0294117647058824,0.0196078431372549,0
"bIII",0.0367647058823529,0,0.0147058823529412,0,0,0.0220588235294118,0,0.0147058823529412,0,0,0,0.0294117647058824
"III",0.00735294117647059,0,0.0970588235294118,0,0,0.040158371040724,0,0.0220588235294118,0,0.0613122171945701,0.00735294117647059,0
"IV",0.743660016454134,0,0.0160130718954248,0.0234477124183007,0.0413992869875223,0,0,0.0878645047762695,0.0132352941176471,0.0396710315827963,0.0265642853878148,0
"bV",0,0,0,0,0,0.0294117647058824,0,0,0,0,0,0
"V",0.172180025856496,0.00735294117647059,0.0343137254901961,0,0.0872549019607843,0.13673777203189,0.0294117647058824,0,0,0.0458333333333333,0.133974358974359,0
"bVI",0.0294117647058824,0,0,0.0294117647058824,0,0.0147058823529412,0,0.0294117647058824,0,0.0147058823529412,0,0
"VI",0.0931372549019608,0,0.0470588235294118,0,0.0147058823529412,0.0803921568627451,0,0.0686274509803922,0,0,0.0441176470588235,0
"bVII",0.0585649644473174,0,0,0,0,0.931631113984055,0,0.00980392156862745,0,0,0,0
"VII",0.0294117647058824,0,0,0,0,0,0,0,0,0,0,0
