"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00644171779141104,0.188639659390291,0.0197000681663258,0.0513335846157932,0.310748752430456,0.00933544982624737,0.182509690277644,0.00278508131268867,0.158849749232283,0.0443835816535203,0.0124233128834356
"bII",0.0306748466257669,0,0.0306748466257669,0.00306748466257669,0,0,0.00306748466257669,0,0,0,0,0
"II",0.0545403642029409,0.00552147239263804,0,0.00306748466257669,0.0266505988898627,0.0433829973707274,0,0.833328464310059,0,0.0102979842243646,0.0170756646216769,0.00306748466257669
"bIII",0.0153374233128834,0.00613496932515337,0.0306748466257669,0,0.0153374233128834,0.0245398773006135,0,0.0322085889570552,0.0168711656441718,0,0.00613496932515337,0
"III",0.0102249488752556,0.00920245398773006,0.0643149284253579,0.00920245398773006,0,0.0922436459246275,0.00613496932515337,0.0247955010224949,0,0.213328951212387,0.00306748466257669,0.00306748466257669
"IV",0.328042015925452,0,0.121028562439605,0.0123860461283774,0.0632193981887233,0,0.0161115980134385,0.229661715244537,0.00339782916470033,0.0206032719836401,0.0285556978808513,0.00245398773006135
"bV",0.0122699386503067,0,0.00613496932515337,0,0.00613496932515337,0.0184049079754601,0,0.0368098159509202,0.00306748466257669,0,0,0.0153374233128834
"V",0.66549169133525,0.000681663258350375,0.0890837179180737,0.00178936605316973,0.0416374525270231,0.09795846621,0.00153374233128834,0,0.0138377641445126,0.0596995455124289,0.0105901256208005,0.00199386503067485
"bVI",0.0286298568507157,0.00613496932515337,0,0.0153374233128834,0,0.00920245398773006,0,0.0122699386503067,0,0.0122699386503067,0.00613496932515337,0.00204498977505112
"VI",0.0838445807770961,0.00613496932515337,0.339891907683319,0,0.0391469471224072,0.10521472392638,0,0.0592024539877301,0,0,0.00613496932515337,0.00460122699386503
"bVII",0.0498685363716039,0,0.00204498977505112,0.00306748466257669,0.0081799591002045,0.0656733859187847,0,0.0247443762781186,0.012678936605317,0.0276073619631902,0,0.00245398773006135
"VII",0.0122699386503067,0,0.00613496932515337,0,0.065439672801636,0.00204498977505112,0.00306748466257669,0,0,0,0,0
