"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0,0.00649859943977591,0.00903361344537815,0.0309387997623292,0.409021599315717,0,0.425506454329984,0.0105042016806723,0.0301960784313725,0.0696732026143791,0.00235294117647059
"bII",0,0,0,0,0,0,0.00784313725490196,0,0.00392156862745098,0,0,0
"II",0.046078431372549,0,0,0,0.0313725490196078,0.0901960784313725,0,0.0235294117647059,0,0.0205882352941176,0,0
"bIII",0.0215686274509804,0,0,0,0,0.0254901960784314,0,0,0,0,0,0
"III",0.0294117647058824,0,0.0588235294117647,0,0,0.0794117647058823,0,0.0137254901960784,0,0.0186274509803922,0,0
"IV",0.76458545107334,0,0.0169000933706816,0.00320855614973262,0.0214943553178847,0,0.00529411764705882,0.121079072791876,0.0113725490196078,0.0304112554112554,0.0178868267449582,0
"bV",0.0235294117647059,0.0117647058823529,0,0,0,0,0,0,0,0,0,0
"V",0.098385960444784,0,0.0241087344028521,0.00427807486631016,0.00168067226890756,0.788875732111026,0.00294117647058824,0,0,0.048749257278669,0.0172549019607843,0
"bVI",0.00882352941176471,0,0,0.0117647058823529,0,0.00588235294117647,0.0117647058823529,0.0117647058823529,0,0.00882352941176471,0,0
"VI",0.0517825311942959,0,0.0274509803921569,0,0.0511764705882353,0.076951871657754,0,0.080873440285205,0.0117647058823529,0,0.0176470588235294,0
"bVII",0.0743137254901961,0,0.00588235294117647,0,0,0.0733986928104575,0,0.0189542483660131,0.0156862745098039,0,0,0
"VII",0,0,0,0,0.0117647058823529,0,0,0,0,0,0,0
