"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0,0.0772908543069833,0.0119495647721454,0.0383252500187984,0.322276265006341,0.00186104218362283,0.198943238660981,0.0255504352278546,0.287512359820235,0.0225621113548059,0.00316820276497696
"bII",0.0145161290322581,0,0,0,0,0,0.00161290322580645,0,0,0,0,0
"II",0.0942064655774333,0.00806451612903226,0,0,0.0115469208211144,0.122311827956989,0.00403225806451613,0.0830906996229577,0,0.021505376344086,0.0221774193548387,0.00403225806451613
"bIII",0.0231854838709677,0.00806451612903226,0.0252016129032258,0,0,0.00806451612903226,0,0.00672043010752688,0.0201612903225806,0,0.0053763440860215,0
"III",0.0120967741935484,0.00161290322580645,0.0416666666666667,0.00806451612903226,0,0.13010752688172,0,0.0190092165898618,0,0.100345622119816,0.00161290322580645,0
"IV",0.12390350004202,0,0.0215875969908228,0.00613110008271299,0.0242986246306929,0,0.00362903225806452,0.765977154829147,0.0116512519738326,0.017822231531909,0.0169349915317657,0
"bV",0.0161290322580645,0,0,0,0,0.00806451612903226,0,0.00403225806451613,0,0,0,0.00403225806451613
"V",0.743925958608122,0.00124069478908189,0.0247891557367364,0.00330091714104997,0.0219406041986687,0.11097025865764,0,0,0.00705994274542662,0.0628925398078624,0.00900537634408602,0
"bVI",0.0336021505376344,0,0,0.0161290322580645,0,0.021505376344086,0,0.0496863799283154,0,0.0161290322580645,0.0242383512544803,0
"VI",0.0859520855488597,0.00806451612903226,0.035426267281106,0.00230414746543779,0.0491551459293395,0.439719957461893,0,0.0516129032258065,0.0120967741935484,0,0.00115207373271889,0
"bVII",0.0684715821812596,0,0,0.010752688172043,0,0.0522273425499232,0,0.0241935483870968,0.00887096774193548,0.0120967741935484,0,0.000806451612903226
"VII",0.0161290322580645,0,0,0,0.00201612903225806,0.0141129032258065,0,0.00806451612903226,0,0,0,0
