"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.0018796992481203,0.0301166519239275,0.0138862781954887,0.0104636591478697,0.474175332321617,0,0.392919718954936,0.0138157894736842,0.0271475815206465,0.0124123318202266,0.0037593984962406
"bII",0.00657894736842105,0,0.00657894736842105,0,0,0,0,0,0,0,0,0
"II",0.0581140350877193,0.00657894736842105,0,0.0087719298245614,0,0.0285087719298246,0.00328947368421053,0.0285087719298246,0.0131578947368421,0,0.0109649122807018,0
"bIII",0.00657894736842105,0,0.00657894736842105,0,0,0.0394736842105263,0,0.0263157894736842,0.00657894736842105,0,0.0328947368421053,0
"III",0.00657894736842105,0,0,0.0131578947368421,0,0,0,0.0197368421052632,0,0.0263157894736842,0,0
"IV",0.890349069789859,0,0.0109649122807018,0.00767543859649123,0.00526315789473684,0,0.00263157894736842,0.0637444974616027,0.00657894736842105,0.0045687134502924,0.00822368421052632,0
"bV",0.0131578947368421,0,0,0,0,0,0,0.0131578947368421,0,0,0,0
"V",0.891802422723475,0,0.0125,0.00263157894736842,0.0037593984962406,0.0440946115288221,0,0,0.0124269005847953,0.0115131578947368,0.00263157894736842,0.00328947368421053
"bVI",0.0184210526315789,0,0,0.00526315789473684,0,0.0131578947368421,0,0.0552631578947368,0,0,0.0263157894736842,0
"VI",0.0789473684210526,0,0.0307017543859649,0,0,0.0285087719298246,0,0.0394736842105263,0.0197368421052632,0,0,0
"bVII",0.0526315789473684,0,0,0,0,0.0328947368421053,0,0.0394736842105263,0.0087719298245614,0.0175438596491228,0,0
"VII",0.0263157894736842,0,0,0,0,0,0,0,0,0,0,0
