"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00580720092915215,0.0335024253603881,0.00905923344947735,0.0176741280399817,0.471522567182538,0,0.37352370847708,0.0209349593495935,0.0348310425426638,0.00928681751852484,0.00348432055749129
"bII",0.00609756097560976,0,0.00609756097560976,0,0,0,0,0,0,0,0,0
"II",0.0721544715447155,0.00609756097560976,0,0.00813008130081301,0.00304878048780488,0.0182926829268293,0.00304878048780488,0.0335365853658537,0.0121951219512195,0,0.0142276422764228,0
"bIII",0.0182926829268293,0,0.00609756097560976,0,0,0.00304878048780488,0,0.024390243902439,0.0152439024390244,0,0.0304878048780488,0
"III",0.00609756097560976,0,0,0.0121951219512195,0,0.0609756097560976,0,0.0182926829268293,0,0.0487804878048781,0,0
"IV",0.890339013967063,0,0.0101626016260163,0.0152439024390244,0.0048780487804878,0,0.0024390243902439,0.0589834792578695,0.00609756097560976,0.00423441734417344,0.00762195121951219,0
"bV",0.0121951219512195,0,0,0,0,0,0,0.0121951219512195,0,0,0,0
"V",0.889527680991096,0,0.0115853658536585,0,0.00958188153310104,0.0423199767711963,0,0,0.0176151761517615,0.013719512195122,0.0024390243902439,0.00304878048780488
"bVI",0.0170731707317073,0,0,0.0048780487804878,0,0.0121951219512195,0,0.0552845528455285,0,0,0.032520325203252,0
"VI",0.0894308943089431,0,0.0284552845528455,0,0.024390243902439,0.0264227642276423,0,0.0569105691056911,0.0182926829268293,0,0,0
"bVII",0.0365853658536585,0,0,0.0121951219512195,0,0.0365853658536585,0,0.0426829268292683,0.00813008130081301,0.016260162601626,0,0
"VII",0.024390243902439,0,0,0,0,0,0,0,0,0,0,0
