"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.00390070921985816,0.166043471894536,0.0195823483057526,0.0434765589020908,0.313676138676139,0.00915538362346873,0.200047411217624,0.00321963300686705,0.173544973544974,0.0452296521445458,0.0143617021276596
"bII",0.0354609929078014,0,0.0283687943262411,0.00354609929078014,0,0,0.00354609929078014,0,0,0,0,0
"II",0.0338483620398514,0.00520094562647754,0,0,0.0237166497804796,0.0259202971968929,0,0.868439716312057,0.00354609929078014,0.0107227288078352,0.0215130023640662,0.00354609929078014
"bIII",0.0106382978723404,0.00709219858156028,0.0283687943262411,0,0.00354609929078014,0.0212765957446809,0,0.0301418439716312,0.0265957446808511,0,0.00709219858156028,0
"III",0.0118203309692671,0.00709219858156028,0.0637115839243499,0.00354609929078014,0,0.0853596757852077,0.00709219858156028,0.0215721040189125,0,0.211153326578858,0.00354609929078014,0.00354609929078014
"IV",0.322648490201682,0,0.116869300911854,0.0137730669645563,0.0671732522796353,0,0.00916919959473151,0.203956996510188,0.00283687943262411,0.0222419227738377,0.0296287636713169,0.00283687943262411
"bV",0.0141843971631206,0,0.00709219858156028,0,0.00709219858156028,0.0141843971631206,0,0.0283687943262411,0.00354609929078014,0,0,0.0177304964539007
"V",0.691436922022028,0.000788022064617809,0.0784983338174828,0.00206855791962175,0.0321484858718901,0.0951745457064606,0.00177304964539007,0,0.0145784081954295,0.0579257720215167,0.012242485646741,0.00230496453900709
"bVI",0.0260047281323877,0.00709219858156028,0,0.024822695035461,0,0.0106382978723404,0,0.0141843971631206,0,0.00709219858156028,0.00709219858156028,0.00236406619385343
"VI",0.0732860520094563,0.00709219858156028,0.361600810536981,0,0.0424181019925701,0.0666666666666667,0,0.0606382978723404,0,0,0,0.00531914893617021
"bVII",0.0546099290780142,0,0.00236406619385343,0.00354609929078014,0.00945626477541371,0.0576832151300236,0,0.0286052009456265,0.0146572104018913,0.0319148936170213,0,0.00283687943262411
"VII",0.0141843971631206,0,0.00709219858156028,0,0.0756501182033097,0.00236406619385343,0.00354609929078014,0,0,0,0,0
