"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.0214663643235072,0.0130821559392988,0.094265958908816,0.019047619047619,0.0979566993852708,0,0.0570676149247578,0.242498110355253,0.0173737373737374,0.314682817182817,0.000865800865800866
"bII",0.0476190476190476,0,0,0.00952380952380952,0.00952380952380952,0.0126984126984127,0.00317460317460317,0.00952380952380952,0.00634920634920635,0,0.0126984126984127,0
"II",0.00517006802721088,0.00952380952380952,0,0.0152380952380952,0.00816326530612245,0.00952380952380952,0,0.00476190476190476,0.00952380952380952,0.0238095238095238,0.00952380952380952,0
"bIII",0.0704334554334554,0.0166666666666667,0.0166666666666667,0,0,0.0555555555555556,0,0.0130952380952381,0.0620454677597535,0.0119047619047619,0.148870283155997,0
"III",0.0111111111111111,0.00476190476190476,0,0.00952380952380952,0,0,0,0.00952380952380952,0,0.0238095238095238,0,0.00634920634920635
"IV",0.112645502645503,0.00582010582010582,0.00634920634920635,0.0458201058201058,0,0,0,0.0978571428571429,0.0634920634920635,0,0.144206349206349,0
"bV",0,0.00634920634920635,0,0,0,0.00952380952380952,0,0,0.0126984126984127,0,0.00476190476190476,0.00476190476190476
"V",0.212930323644609,0,0.00952380952380952,0.00396825396825397,0,0.0652607709750567,0,0,0.0814914450628736,0.0253968253968254,0.03,0
"bVI",0.100124716553288,0.00476190476190476,0,0.0393877551020408,0.00476190476190476,0.0384353741496599,0.0167800453514739,0.117974300831444,0,0.00238095238095238,0.284916855631141,0
"VI",0.0356421356421356,0,0.0298412698412698,0,0.0285714285714286,0.00952380952380952,0,0.0313419913419913,0.00476190476190476,0,0.00952380952380952,0.00317460317460317
"bVII",0.494873565587851,0.00309214594928881,0.00952380952380952,0.0795220916649488,0,0.032257610114753,0,0.0356469456469456,0.118265993265993,0.00575963718820862,0,0
"VII",0,0,0,0,0,0,0.00952380952380952,0,0,0.00952380952380952,0.00952380952380952,0
