"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0,0.0214028908944163,0.0677966101694915,0.00242130750605327,0.753896997541065,0.00211864406779661,0.0352741890877484,0.0384180790960452,0.0127118644067797,0.0574175824175824,0.00242130750605327
"bII",0.0169491525423729,0,0,0,0,0,0.0101694915254237,0,0.00677966101694915,0,0,0
"II",0.0451977401129944,0.0169491525423729,0,0,0.0395480225988701,0.0338983050847458,0,0.0254237288135593,0,0.0423728813559322,0,0
"bIII",0.11864406779661,0.0169491525423729,0.0169491525423729,0,0,0,0,0.00423728813559322,0.0805084745762712,0,0.0338983050847458,0
"III",0.00847457627118644,0,0,0,0,0.0494350282485876,0,0.0169491525423729,0,0.0268361581920904,0,0
"IV",0.805975615721378,0,0.0137476459510358,0.068361581920904,0.00847457627118644,0,0.00564971751412429,0.0173190745224644,0.00154083204930663,0.0253228410008071,0.0366589625064201,0
"bV",0.0169491525423729,0.00847457627118644,0,0.00423728813559322,0,0.0338983050847458,0,0,0.00423728813559322,0,0.0169491525423729,0
"V",0.0157384987893462,0,0.0338983050847458,0,0,0.00847457627118644,0.0169491525423729,0,0.0101694915254237,0.0661016949152542,0.00968523002421307,0
"bVI",0.0692090395480226,0.0127118644067797,0,0.0254237288135593,0,0.0423728813559322,0.00282485875706215,0,0,0,0.0338983050847458,0
"VI",0.0395480225988701,0,0.029986962190352,0,0.0553672316384181,0.0272924815297697,0.00564971751412429,0.00338983050847458,0,0,0.00260756192959583,0.00564971751412429
"bVII",0.117796610169492,0,0,0.0254237288135593,0,0.130790960451977,0,0,0.00847457627118644,0.00564971751412429,0,0.0169491525423729
"VII",0,0,0,0.0169491525423729,0,0.0169491525423729,0,0,0,0.0169491525423729,0,0
