"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0.0116536065903154,0.0176890619928595,0.0826440261566844,0,0.129812030444942,0,0.0600265767987287,0.292771750050231,0.0125431530494822,0.369205530756164,0.00115074798619102
"bII",0.0632911392405063,0,0,0.0126582278481013,0.0126582278481013,0.0168776371308017,0,0.0126582278481013,0.00421940928270042,0,0.0126582278481013,0
"II",0.00506329113924051,0.0126582278481013,0,0.00759493670886076,0,0.0253164556962025,0,0,0.0126582278481013,0.0126582278481013,0.0126582278481013,0
"bIII",0.0334875040571243,0.0221518987341772,0.0221518987341772,0,0,0.0675105485232067,0,0.0174050632911392,0.0603135963895458,0.00316455696202532,0.197865566219997,0
"III",0,0.00632911392405063,0,0.0126582278481013,0,0.0126582278481013,0,0,0,0.0126582278481013,0,0.00632911392405063
"IV",0.13724131002612,0.00773558368495077,0.00843881856540084,0.0419127988748242,0,0,0,0.119333936106088,0.0822784810126582,0,0.185337552742616,0
"bV",0,0,0,0,0,0.0126582278481013,0,0,0.00632911392405063,0,0.00632911392405063,0
"V",0.238915831004439,0,0,0.00527426160337553,0,0.0772453285111513,0,0,0.0994506548304017,0.0358649789029536,0.0348101265822785,0
"bVI",0.133077154912598,0.00210970464135021,0,0.0523508137432188,0.00632911392405063,0.0194394213381555,0.0138637733574442,0.114607193088206,0,0.00316455696202532,0.363919027526622,0
"VI",0.0316455696202532,0,0.010126582278481,0,0.0253164556962025,0.0126582278481013,0,0.0405063291139241,0.00632911392405063,0,0.0126582278481013,0
"bVII",0.678840393080899,0.00410981423639652,0,0.0803774636053117,0,0.0428740387601147,0,0.0347206239611303,0.110775476281805,0.00765521398432791,0,0
"VII",0,0,0,0,0,0,0,0,0,0,0.0126582278481013,0
