"","I","bII","II","bIII","III","IV","bV","V","bVI","VI","bVII","VII"
"I",0,0,0.0431138628813047,0.0324289405684755,0.0387873754152824,0.214652724536445,0.00290697674418605,0.193423630632933,0.0232558139534884,0.0250553709856035,0.400212513584607,0
"bII",0,0,0,0,0.0232558139534884,0,0.013953488372093,0,0.00930232558139535,0,0,0
"II",0.0581395348837209,0,0,0,0.0465116279069767,0.063953488372093,0,0.141472868217054,0,0.0465116279069767,0.0155038759689922,0
"bIII",0.0290697674418605,0,0.0116279069767442,0,0,0.063953488372093,0,0.0116279069767442,0.0232558139534884,0,0,0.0232558139534884
"III",0.0290697674418605,0,0.0767441860465116,0,0,0.0317531305903399,0,0.0174418604651163,0,0.048479427549195,0.00581395348837209,0
"IV",0.729040145900611,0,0.0126614987080103,0.0185400516795866,0.0327343199436223,0,0,0.090792089047903,0.0104651162790698,0.0380123106867293,0.0613143961981171,0
"bV",0,0.0116279069767442,0,0.00581395348837209,0,0.0232558139534884,0,0,0.00581395348837209,0,0,0
"V",0.190682766845558,0.00581395348837209,0.0300387596899225,0,0.0689922480620155,0.142032967032967,0.0232558139534884,0,0,0.0362403100775194,0.130850157594344,0
"bVI",0.0290697674418605,0.0174418604651163,0,0.0232558139534884,0,0.0348837209302326,0,0.0232558139534884,0,0.0116279069767442,0,0
"VI",0.0736434108527132,0,0.0372093023255814,0,0.0232558139534884,0.0635658914728682,0,0.0542635658914729,0,0,0.0465116279069767,0
"bVII",0.0556095067722975,0,0,0,0,0.92888661725871,0,0.00775193798449612,0.00775193798449612,0,0,0
"VII",0.0232558139534884,0,0,0,0,0,0,0,0,0,0,0
